orf_id	AMB_vs_CTRL_logFC	AMB_vs_CTRL_FDR	AMB+LF_vs_CTRL_logFC	AMB+LF_vs_CTRL_FDR
CNAG_00123	1.40082161748148	0.002730103210696	1.18138798893554	0.008960831394072
CNAG_00124	-0.311254586027065	0.053623372594982	-0.35393746384521	0.052100698965195
CNAG_00125	0.586680432626485	0.021170523694567	0.274419589380447	0.280082426494513
CNAG_00126	-0.208778469250608	0.241450747124227	-0.288539043154427	0.160356039647651
CNAG_00127	-0.492961932854269	0.034413615019758	-0.632681172792052	0.02183611509439
CNAG_00128	-0.207221990938745	0.342069303772323	-0.716636502356482	0.014790969277111
CNAG_00129	-0.401747392122553	0.116276193270253	-0.674699964112841	0.032125260172425
CNAG_00130	1.45998829576734	0.002036262558503	1.7003463026465	0.001529924310952
CNAG_00131	-0.327087215314508	0.203733838957845	-0.503639882803987	0.095729622892584
CNAG_00132	0.744504180090053	0.002514547216895	0.958292619761516	0.001346675729423
CNAG_00133	-0.118612470756605	0.51823067415526	-0.114410867867684	0.583704391606817
CNAG_00134	0.385466290268919	0.02053435098699	0.446976437933225	0.018191353006672
CNAG_00135	-0.347280746729617	0.16091723700721	-0.289476224593212	0.294498399084297
CNAG_00136	0.259815807331647	0.050006861218723	0.575195495403408	0.002661018917818
CNAG_00137	0.330146608367881	0.077829404997842	0.258851116018323	0.200950204760044
CNAG_00138	-0.217959600277126	0.069001031385297	-0.269199541692218	0.051172279467156
CNAG_00139	1.58706182553187	0.002579678856078	2.01384924048409	0.001352798068676
CNAG_00140	-0.188957293229141	0.090437856982687	-0.188152228101902	0.131526519302959
CNAG_00141	0.363207329795155	0.064270715871185	0.291918701005666	0.165792986872519
CNAG_00142	-1.33832997918269	0.003301876363372	-1.4482377118011	0.004481732875913
CNAG_00143	-0.27582234655985	0.016178469908153	-0.323813337845392	0.014462290911443
CNAG_00144	-0.404191317672837	0.055332109029299	-0.505995635788926	0.039324399849861
CNAG_00145	-0.97282638373649	0.004378080251828	-1.01505422142453	0.006738509962721
CNAG_00146	0.253178895668177	0.021420139308713	0.340430551253261	0.009830364636911
CNAG_00147	0.044467194144118	0.663881817270843	0.006933416639275	0.955925447899796
CNAG_00148	0.128647147811761	0.375690255556195	0.356363830609306	0.044505547954356
CNAG_00149	0.404753105029045	0.079355626564161	0.325955066376548	0.191522546164002
CNAG_00150	-0.202984635983791	0.102625291094184	-0.277772704594606	0.056942831118814
CNAG_00151	-0.582979928381816	0.015990817705616	-0.241271506198461	0.307652329000744
CNAG_00152	-0.504489148915589	0.004237871325183	-0.516992371248062	0.00695466026775
CNAG_00153	-0.143224689752761	0.346833103326565	-0.174204883618712	0.312889895139178
CNAG_00154	0.771099256374789	0.000902468381014	0.968600999088447	0.000511687104116
CNAG_00156	0.645273265957269	0.012568656946811	0.67766475020643	0.016648551127871
CNAG_00157	0.152866396768194	0.166625525953229	0.40540003176733	0.007567335629918
CNAG_00158	-0.38940466257757	0.03824335916052	-0.384305859279781	0.063604156738687
CNAG_00159	-0.1818834650426	0.251714856121187	-0.251333622334599	0.167552362566157
CNAG_00160	0.60101127896588	0.007883128771671	0.537189836886123	0.020634928345914
CNAG_00161	1.48941574505796	0.000755811676794	1.34972460757544	0.001577944279312
CNAG_00162	1.93738824776502	0.008158371311658	3.05758491263636	0.001698280929126
CNAG_00163	-0.170192058956064	0.203828094549994	-0.22916053342055	0.137596652719797
CNAG_00164	-0.218884361312005	0.301148397972724	-0.352754234018349	0.152085752674842
CNAG_00165	-0.714927138765069	0.01579752020643	-0.754167614890172	0.023317048969263
CNAG_00166	-1.25558021525521	0.001106035395875	-1.53241796976106	0.000898453312699
CNAG_00167	0.375308573346977	0.008145518548484	0.566721436696752	0.002117024382072
CNAG_00171	0.252082189066301	0.119528042047758	0.11845633934555	0.507029510060963
CNAG_00172	-1.40989073242173	0.001664840547729	-1.54590393347975	0.002146833914652
CNAG_00173	0.029194519540968	0.841513182404884	-0.018427141914873	0.914036800182712
CNAG_00174	0.255545191578041	0.115793557012771	0.304771693894654	0.098546240520691
CNAG_00175	0.20629835180894	0.309877520433677	0.491490275173259	0.046323152321055
CNAG_00176	-0.346520554472218	0.021584944928604	-0.317076729509662	0.050593087016381
CNAG_00177	-0.213033304525999	0.356133545732112	-0.086552002228136	0.749682505116604
CNAG_00178	-0.204105146189393	0.107752574583627	-0.254943402505431	0.081909601720357
CNAG_00179	-0.529899234927525	0.077371092333929	-1.25058734022119	0.003792170428802
CNAG_00180	0.551705678839067	0.018406600392846	0.76655390235592	0.006992570429825
CNAG_00181	0.47506929867859	0.004146992000909	0.55545817260732	0.003430281444565
CNAG_00182	-0.147696349818704	0.217377415038836	0.064314541109592	0.637121866303168
CNAG_00183	0.544613469567607	0.020697578925492	0.421862007139087	0.081184560505861
CNAG_00184	0.432430227155885	0.002514980039132	0.347330899857944	0.011660683729706
CNAG_00185	0.223566988628416	0.118864313707089	0.465276812618494	0.012461672918721
CNAG_00186	-0.376713902096432	0.060778180059871	-0.577251770777248	0.019065774751357
CNAG_00187	0.290970880168122	0.033326830203318	0.345684111933687	0.026890835803973
CNAG_00188	-0.41657510070761	0.060095080373541	-0.289463378568191	0.22155045823785
CNAG_00189	0.182285255114378	0.217903802056216	0.10423553417906	0.531874504401454
CNAG_00190	0.632207051790396	0.00174323364109	0.796984891122889	0.001021233736404
CNAG_00191	-1.11907042224993	0.003513821852683	-1.53624655557456	0.001627879628053
CNAG_00192	-0.1077546309185	0.653172009633857	-0.495142550057737	0.081184560505861
CNAG_00193	-0.097817334230729	0.429943012670892	-0.168907707312365	0.233436393014888
CNAG_00194	-0.4024199593907	0.067676750046048	-0.558388416574026	0.033327473949286
CNAG_00195	-0.625406706762214	0.012829059022557	-0.709964647565455	0.013334206150656
CNAG_00229	0.905223705855978	0.007314170069511	0.910188456557436	0.011358110207201
CNAG_00231	-0.167017173787241	0.420822252757171	-0.358347055775314	0.139341305210573
CNAG_00232	-0.305201828542833	0.148936356182456	-0.485303697667319	0.055670806301023
CNAG_00233	-0.484992056653953	0.055349292165183	-0.236226849002577	0.375941167044572
CNAG_00234	-0.370507595146558	0.025649715191646	-0.354900484988399	0.049627327255162
CNAG_00235	-1.0639691847321	0.001757920942243	-1.10022823381728	0.00267925323646
CNAG_00236	0.646841702793723	0.00222254516779	0.609004832658097	0.004715948148696
CNAG_00237	1.48301610666085	0.000230541984563	1.22117640055009	0.00075382817228
CNAG_00238	-0.351060401554382	0.026359217105551	-0.589573510397812	0.004929122574653
CNAG_00239	-0.011976833699934	0.954367348745774	0.136453003697633	0.545886491367291
CNAG_00240	-0.11732109626459	0.446365924101619	-0.021023317324658	0.910812640395429
CNAG_00241	-0.767447648747381	0.005602297718482	-0.82627005278605	0.007607137780243
CNAG_00242	0.974923253993192	0.041103895657881	1.7636971383526	0.006542634449186
CNAG_00243	-0.057413026713132	0.667455419618853	-0.127446676107886	0.392432701879266
CNAG_00246	0.034936678950194	0.823097918169368	0.267016484340454	0.129290219242712
CNAG_00247	0.136890785185326	0.331253366000147	0.088921111848585	0.580283733866036
CNAG_00248	-0.224959885911505	0.164186946083338	-0.209907675773484	0.248560647511128
CNAG_00249	-0.131969329533504	0.396160850000362	-0.114214101578347	0.520203054245093
CNAG_00250	-0.124857470465518	0.38083033393235	-0.251156947545219	0.131716737573548
CNAG_00251	-0.105316954675304	0.595882761062456	0.125284470634668	0.571961848013113
CNAG_00252	-0.452764192631284	0.009054818598961	-0.34057659044633	0.050172503290945
CNAG_00253	0.033496102568068	0.796220061046217	0.220894828110536	0.129697639414675
CNAG_00254	1.68130795291026	0.001563102724162	2.18083358640728	0.000783344831728
CNAG_00255	-0.090141561112603	0.574320466102412	-0.149995151687021	0.409253469624135
CNAG_00256	-0.15739513800466	0.230998173499556	-0.268511253183498	0.084823638523558
CNAG_00257	-0.789700173277885	0.003515531094024	-0.99007591745911	0.002473354168669
CNAG_00258	-0.685709431192612	0.00571800650502	-0.925672994941616	0.002923483932649
CNAG_00259	-1.41128437261737	0.004705943076858	-1.46333305025362	0.007759433696858
CNAG_00260	-0.310993625998689	0.057204839523031	-0.382558751389089	0.04304093806038
CNAG_00261	-0.167674329264878	0.230436108072111	-0.35589478727506	0.039893090008422
CNAG_00262	-1.13758703606078	0.00221098915818	-1.40680345225812	0.001356649808595
CNAG_00263	0.379423209782424	0.013661724938539	0.506858224167659	0.006245785204005
CNAG_00264	0.893744275914231	0.000691147582803	1.11491325968944	0.000443341479281
CNAG_00265	-0.895187421831521	0.003914945520607	-0.996521763644504	0.004579177745614
CNAG_00266	0.004394275462977	0.970760773107918	-0.004616373876608	0.976119773923107
CNAG_00267	0.397346845432822	0.028824271865638	0.496474724274336	0.018443293820781
CNAG_00268	-0.265438553829506	0.019656109283783	-0.635051555866595	0.00079306610476
CNAG_00269	0.217924547102269	0.486446716505443	-0.542506433151238	0.128353961111558
CNAG_00270	0.140477693874254	0.2944392858662	0.146940564901767	0.330189536474565
CNAG_00271	-0.189539324100252	0.159892201979869	-0.16161239450377	0.282773870080581
CNAG_00272	0.289762912423953	0.010056063298836	0.062609284679011	0.555698602798955
CNAG_00273	-0.92817487643583	0.001906840570145	-0.881884772114819	0.004274393317655
CNAG_00274	-0.416323963537099	0.016199663270173	-0.420216332086212	0.027738065811676
CNAG_00275	2.27728265155379	0.000133839879291	2.51327945028972	0.000119765509088
CNAG_00276	0.490398790961241	0.005789996621925	0.500890380809141	0.008986813776785
CNAG_00277	0.011315237387456	0.955443913918627	-0.305159695604141	0.171165974729713
CNAG_00278	-0.056788113306995	0.647980478819334	0.004001538673633	0.979167490957987
CNAG_00279	-0.213125333840376	0.177315682325338	-0.180349543714008	0.307634965037437
CNAG_00280	-0.255778781810942	0.081553334921053	-0.262377842348796	0.111308002030542
CNAG_00283	-0.086190328903316	0.665734638311311	-0.126398475863612	0.571961848013113
CNAG_00284	0.420113694905834	0.023634929774584	0.321477219718799	0.09445604697917
CNAG_00285	0.10208641626714	0.470756838099626	0.121006955776724	0.449689085098821
CNAG_00286	-0.294545823239423	0.032700204963942	-0.22862237418989	0.117707665981345
CNAG_00287	-0.419850391669445	0.031928814033975	0.359894882739043	0.084252556178594
CNAG_00288	-0.265065085716301	0.086602175573359	-0.298686305207591	0.089465779108082
CNAG_00289	-0.002944338529821	0.982131111255864	0.000145660282835	0.999450336343168
CNAG_00290	0.211237244513011	0.074329502410371	0.391157378716419	0.010384636999523
CNAG_00291	0.019187563752219	0.885384209728509	-0.313608714839091	0.046214823789239
CNAG_00292	-0.878319412308824	0.003033512529187	-0.967638241518081	0.003788227374766
CNAG_00293	-0.420799320343719	0.006423131158979	-0.300641989370892	0.046690202117987
CNAG_00294	0.002605181227168	0.980714843184482	-0.06849446959513	0.565627251952463
CNAG_00295	1.52463444654662	0.000615703141265	1.10613378221022	0.003151100512969
CNAG_00299	-0.850574976409563	0.004461978428507	-0.949786384690663	0.005108856039274
CNAG_00300	-0.332725252912686	0.021215454760314	-0.57042292367875	0.003567909363701
CNAG_00301	1.63781389568202	0.002230307333775	1.76087908841674	0.002389571630097
CNAG_00302	-0.071581962269692	0.748411902607158	-0.282787015523429	0.252644431233937
CNAG_00303	0.297662548041255	0.251481911061997	0.103048047799513	0.730819453498156
CNAG_00304	-0.62437751960173	0.012996550151572	-0.636189747369244	0.021817345014152
CNAG_00305	-0.623069453240274	0.037912858270143	0.206104828798636	0.505655639692589
CNAG_00306	-1.4642138709261	0.000880798932667	-1.67488501888021	0.000971717387998
CNAG_00307	-0.102233167519969	0.44218496840348	-0.173010592075923	0.254454778345863
CNAG_00308	0.463297527163325	0.009940906004049	0.499000130097003	0.012354946339963
CNAG_00309	0.379157953989386	0.008684630867102	0.228943725221173	0.098631309381446
CNAG_00310	-0.530739028235431	0.001816178912852	-0.44964445217005	0.006715214427885
CNAG_00311	-0.44012436719116	0.019391390244418	-0.332057185687874	0.089042288232937
CNAG_00312	-0.370273770873408	0.014063537800105	-0.254560059351898	0.094009755667382
CNAG_00313	-0.288088473855371	0.017993872881223	-0.16687370489776	0.170337048510411
CNAG_00314	-0.282477923278539	0.043659170355173	-0.198492007665676	0.178528664706529
CNAG_00315	3.42582035813787	0.002120490307921	4.03362454056064	0.001411235123777
CNAG_00316	-0.071161128761694	0.534646414653443	-0.099514482408752	0.442320147518977
CNAG_00317	-0.320906533019559	0.018295459279825	-0.172191823586181	0.204060904545069
CNAG_00318	0.052147843075796	0.599474830306836	0.123526468707364	0.267174564416564
CNAG_00319	-0.487904314557622	0.011640153300501	-0.506147161328557	0.018132733961087
CNAG_00320	-0.872451604130479	0.001922888417135	-0.798456217863719	0.005108856039274
CNAG_00321	0.082275051559659	0.759680613783831	-0.532740874713769	0.082108463324835
CNAG_00322	0.090561665401535	0.539445238067028	0.462701660262832	0.016019377474014
CNAG_00323	0.412108740298482	0.083192693372655	0.207528982105658	0.417549353713346
CNAG_00326	0.119689424818444	0.340688315997215	0.143535579235163	0.311936016120136
CNAG_00327	-0.853457677706226	0.02861186665503	-0.92261581783415	0.035443099567499
CNAG_00328	0.507565081750351	0.018057021040834	0.768900716311305	0.004611574711678
CNAG_00329	-0.154452549979266	0.144901677009563	-0.05180637565988	0.663673316320028
CNAG_00330	-0.401709340815496	0.030458407299917	-0.257601570109071	0.180575610869538
CNAG_00331	-1.13208830538734	0.005150525298443	-1.18795997544719	0.008097335853315
CNAG_00332	0.36957001982383	0.010463570953976	0.106429361208409	0.432542864190577
CNAG_00333	-0.840170971923043	0.003398660217142	-0.887291217413435	0.005046361014576
CNAG_00334	-0.238129378266127	0.173104656792908	-0.452150352588374	0.036480534127286
CNAG_00335	0.070875652287764	0.619624014306159	0.050982194949125	0.757198198179774
CNAG_00336	0.233814866842088	0.252001114331863	0.200164366935895	0.381770968662915
CNAG_00337	0.375750756769911	0.013578526185602	0.64531384785091	0.00196578965084
CNAG_00342	0.049819220121679	0.757449267951095	0.190331869122552	0.281782307049302
CNAG_00343	-0.642186428052149	0.000666386309472	-0.583454953524353	0.001714365951247
CNAG_00344	-0.541222115267244	0.015893129800449	-0.499198848538027	0.037808222447709
CNAG_00345	-0.472025528151671	0.005628168872509	-0.44160773058178	0.014198742139804
CNAG_00346	-0.063981387851027	0.784434555736288	0.040935724254649	0.879634494679788
CNAG_00347	-0.064001425006205	0.57325833396179	-0.003791367047145	0.978676704852063
CNAG_00348	0.56765889212692	0.010432006496509	0.441214146635695	0.047219131120006
CNAG_00349	0.203703589676848	0.549350238216337	-0.01793028125046	0.967474481703907
CNAG_00351	-0.645957271214709	0.012829059022557	-0.673780608082659	0.019585060373196
CNAG_00352	0.031545225847742	0.795203973827167	0.168577405884519	0.211088047505138
CNAG_00353	-0.187789864691481	0.273951628996791	-0.422397521014227	0.045570770617079
CNAG_00354	-0.127984344014503	0.327529237353997	-0.12142978705655	0.41441540059809
CNAG_00355	-0.201269314373326	0.050813831114954	-0.105841769577893	0.328408225494566
CNAG_00356	0.141092249756769	0.198695404296724	0.115306564889142	0.347569889982006
CNAG_00357	-0.062658096820105	0.538049262815697	0.204967681591501	0.086327843782608
CNAG_00358	-0.450906463064893	0.051221246711843	-0.589033920268807	0.030335533960143
CNAG_00359	-0.979531802531197	0.003258899168979	-1.09341005304396	0.003803199332028
CNAG_00360	0.825449935176256	0.014399490790298	1.05713226266028	0.007611093471182
CNAG_00361	0.10306437459002	0.441086546127677	0.150165263226151	0.319925625392682
CNAG_00362	-0.084384304157363	0.384161205322566	-0.139754349333062	0.209047386211359
CNAG_00363	0.615546679903138	0.004777011213494	0.78611505440461	0.002606965651685
CNAG_00364	-0.562392859652297	0.001223093007618	-0.546902558480381	0.002446003134943
CNAG_00365	-0.130065407567725	0.301242855598119	0.049745065786189	0.734160381499333
CNAG_00366	0.213244386918451	0.574979852007432	-0.54922715818508	0.204866560983419
CNAG_00367	-0.309617819877871	0.030025484988557	-0.203898216135977	0.168514349799215
CNAG_00368	0.058705116884326	0.547920522110155	0.018141408257345	0.875663394985252
CNAG_00369	0.020094068422803	0.84573234067781	9.33E-05	0.999450336343168
CNAG_00370	-0.279227245207038	0.120464466438712	-0.467247560927973	0.034351593429148
CNAG_00371	0.18498800574949	0.299068722539503	-0.086720589655123	0.671282083983157
CNAG_00372	-0.383058943306222	0.012145483924425	-0.422079183090893	0.014521225456331
CNAG_00373	0.688811831070628	0.000601393329145	0.390412483098053	0.011419758997311
CNAG_00374	0.875981678273074	0.001084926125804	0.704050610190225	0.004336889595275
CNAG_00375	-0.420024317442366	0.005548757700431	-0.397543065339694	0.013285907659911
CNAG_00376	0.50740733354034	0.015081740379868	0.279048823819233	0.16953531833834
CNAG_00377	-1.28521486004944	0.000691814286155	-1.4449343849195	0.000802305160743
CNAG_00378	-0.101611911589995	0.731836916270426	-0.026125261869763	0.941256021016528
CNAG_00383	-0.167701915154432	0.159981096187791	-0.228583795787251	0.099092683526239
CNAG_00384	-0.267677402702119	0.323296078416287	-0.666510493946836	0.046323152321055
CNAG_00385	0.02235742165048	0.819723581732711	0.013419123710441	0.908429450835618
CNAG_00386	-0.604894182983959	0.006017108600768	-0.780863302419568	0.003699502346263
CNAG_00387	-0.065645866872669	0.682625792747204	0.077554319001415	0.668307393560358
CNAG_00388	-0.372950628322267	0.024479148958859	-0.147925253303432	0.376164917564703
CNAG_00389	0.007682809560043	0.94983972218175	0.084176497793053	0.524956736101462
CNAG_00390	-0.034946006315247	0.798628108074676	-0.156904676374951	0.301621895506611
CNAG_00391	-0.475104133662955	0.008967951078655	-0.355240196731183	0.050718533529716
CNAG_00392	-0.384389524915118	0.015825304408792	-0.39169193621363	0.025602670048778
CNAG_00393	-1.03642404728997	0.001762370687299	-0.948920269732035	0.004894321897945
CNAG_00394	-1.0487639666574	0.000459727322764	-0.886434065262595	0.001480760549899
CNAG_00395	0.005355717696311	0.962451194296871	-0.118082241582037	0.345744274243431
CNAG_00396	0.540930320608262	0.017101922722206	0.670620875546642	0.010941331801767
CNAG_00397	1.24035744542985	0.000651597618125	0.979066746653631	0.002689481419644
CNAG_00398	0.043703458238504	0.667949268680666	0.125415873315165	0.268241567499912
CNAG_00399	-0.07048258748363	0.735061214023202	-0.025053446121871	0.91927137817223
