orf_id	5F	1C	4A	8H	2G	8G	5L	2K	6F	3D	7B
CNAG_00001	1.766583191	1.832031586	2.070341302	1.401501279	2.25983292	1.853061285	2.37712515	2.127540467	1.946071923	1.89027965	2.102372263
CNAG_00002	5.196330068	4.907666329	4.882078792	4.390911539	5.619202546	5.075731776	5.493509665	5.614099907	5.407374794	5.56117053	5.498366749
CNAG_00003	4.666052662	4.496036034	4.882078792	4.636085045	4.973034514	4.614520536	4.71600194	4.832861694	5.034206644	4.720426547	4.64898263
CNAG_00004	6.111241277	5.771784825	5.854312628	5.891305008	5.991620009	5.633863369	5.429014608	5.675487998	5.83030415	5.585079998	5.761302353
CNAG_00005	6.035596829	5.897322412	5.920927147	5.650969354	6.266506748	5.931203696	6.014187024	6.132758481	6.23671381	6.192574237	6.08623003
CNAG_00006	7.783274095	7.712178233	7.627442113	7.687753611	7.863924113	7.549922999	7.645237424	7.668818451	7.528424484	7.666040761	7.615534034
CNAG_00007	6.919747901	6.829122769	6.491469478	6.379888271	7.127644616	7.183221582	7.346673179	7.307192783	7.302783732	7.338474848	7.346796935
CNAG_00008	7.072854223	7.186516165	7.359724155	7.401030268	7.093520158	7.110042504	6.936023542	6.876711037	6.85637741	6.806234967	6.984519919
CNAG_00009	5.617105585	5.986019047	5.742114832	5.903064099	5.804192906	6.289330979	6.116506638	6.252702459	6.246628637	6.227716037	6.183950008
CNAG_00010	6.622337682	6.712157269	6.426082388	6.417268396	6.898375351	6.922921489	6.738854376	6.574592156	6.831560106	6.816370473	6.865735404
CNAG_00011	5.989782563	5.751686127	5.931736551	5.954825192	6.223877098	5.494719761	5.493509665	5.873097084	5.545505878	5.585079998	5.727305245
CNAG_00012	7.150093979	7.339591356	7.249562609	7.063927967	7.337139685	6.952640738	7.195221985	7.250686835	7.020239561	7.096167126	7.140702574
CNAG_00013	4.388535153	4.640444498	4.741712965	4.548953876	4.603435638	4.519958114	4.554667312	4.320706206	4.62988618	4.701801977	4.597795911
CNAG_00014	5.045257554	5.050833937	4.904200586	4.770540674	5.173018676	4.482835704	5.084442835	4.878328522	4.859147772	5.010057644	4.972930781
CNAG_00015	3.818672579	4.017418959	4.231177167	3.874260689	3.894935306	3.48403835	3.98680718	3.641609572	4.250854059	3.732031655	3.960337501
CNAG_00016	6.476782987	6.248245499	6.277233364	6.400774459	6.436377352	6.29826198	6.480768732	6.368755016	6.184028757	6.407039708	6.291665054
CNAG_00017	4.853940834	4.489115683	4.989444096	4.833343828	4.765777993	4.719312657	4.389036947	4.525106052	4.91989176	4.591464824	4.556689225
CNAG_00018	6.588583723	6.946182997	6.825812003	6.803445588	6.855966374	6.901982016	6.949610419	6.914788799	6.667067199	6.849180219	6.856086776
CNAG_00019	6.734620257	6.646808835	6.652055437	6.508614588	6.999771272	6.886667788	6.774408138	6.975325355	7.23367906	7.000352481	6.941826577
CNAG_00020	6.482307956	6.576728216	6.798021136	6.36720986	6.732155973	6.898462365	6.794122828	6.917211258	6.898491814	6.86181841	6.915358401
CNAG_00021	5.714212981	5.563565818	5.357328201	5.292630328	5.983124544	6.321227103	6.252073283	6.283072108	6.652225246	6.669151162	6.705721946
CNAG_00022	6.345515456	6.478820394	5.989782563	6.164754376	6.599496013	6.500625279	6.861795738	6.619911396	6.447390889	6.733219737	6.762347256
CNAG_00023	4.819434465	4.343243991	4.380667424	4.331235843	4.457749701	3.393591626	3.297118699	2.947747796	3.618001778	3.43403978	3.032283489
CNAG_00024	9.234743203	9.047134978	8.791505544	8.997519749	9.082914926	9.095622797	9.208134822	9.191551951	9.252709867	9.250795609	9.314008222
CNAG_00025	4.530405216	4.403373824	4.494402417	4.331235843	4.750842083	5.697356484	5.522890653	5.625996036	5.889720224	5.956364184	5.802074197
CNAG_00026	7.795161225	7.453293912	7.258176581	7.214260115	7.913946134	7.717753242	7.709736638	7.855963247	8.026556276	8.042970712	8.137126085
CNAG_00027	5.685760846	5.583195881	5.698475563	5.692216253	5.413291274	5.616829902	5.385691634	5.456478257	5.513014821	5.39334877	5.431723746
CNAG_00028	5.945135401	6.324092219	6.223263813	5.954825192	6.531208844	6.419454542	6.674854761	6.64497417	6.591281728	6.662745501	6.543864749
CNAG_00029	3.403126931	3.474976917	3.709847031	3.311546632	3.885849134	3.569147679	3.771142561	3.937282283	4.210898081	4.349707217	3.808525667
CNAG_00030	3.592137877	3.403166061	3.221247386	3.143282235	3.501711031	3.627005791	3.395704391	3.569519938	3.843799745	3.75630184	3.848002342
CNAG_00031	5.316671227	5.475273419	5.222975925	5.370926123	5.706942762	5.605361495	5.604173289	5.534287888	5.703585328	5.664171622	5.63440596
CNAG_00032	2.416565903	2.765505258	2.506074913	2.651919964	2.959409802	1.964977409	2.586414673	2.65444498	3.021056163	2.870648401	2.769904017
CNAG_00033	0.94231373	0.486176281	1.10395602	0.088160535	1.18119618	-0.163483828	0.875774487	0.034217356	1.13033302	0.646617342	0.653819836
CNAG_00034	10.89372159	10.75411234	10.65999599	10.55415401	11.12329032	11.1137227	11.17746459	11.23204816	11.36653103	11.36668568	11.35581855
CNAG_00035	3.418578599	3.163420546	3.578445956	2.906785587	3.403262304	3.031752747	2.886821748	3.125864389	3.161837692	2.77885609	3.01504496
CNAG_00036	5.947800302	5.264490777	5.742114832	6.188971263	4.880005109	5.251558192	5.059597098	4.997587947	4.641956633	4.833106819	4.520497985
CNAG_00038	5.87686096	5.740074177	5.766471418	5.668299097	5.902075061	5.776184327	5.909624894	6.037994423	5.884649654	5.883863699	5.934041482
CNAG_00039	5.541494989	5.185355679	5.480227775	5.496544063	5.425883621	5.985294873	5.674589178	5.634854198	6.024910296	5.807526133	5.60590404
CNAG_00040	7.178734161	7.179010331	6.790617893	6.661819198	7.354533941	7.725057397	7.765342095	7.617604388	8.061800516	8.164133352	8.159362191
CNAG_00043	6.753020877	6.866984858	6.970426904	7.029474014	6.691017059	5.788913503	6.099543187	6.092598838	5.853846189	5.979743364	6.005610519
CNAG_00044	8.04955385	8.033218766	8.078416462	8.284633391	7.842949933	7.114094475	7.109457497	7.179822009	6.974437628	6.91533957	7.193376082
CNAG_00045	4.24857296	4.677443168	4.61331409	4.50333204	4.407841687	4.176789052	4.201894826	4.268536985	4.118894085	4.267662074	4.303380636
CNAG_00046	7.497967082	7.421841272	7.430977093	7.316722583	7.667164848	7.608541703	7.735848223	7.822753804	7.626602359	7.761305874	7.716965607
CNAG_00047	7.185524023	7.195046716	7.233271463	7.270945597	6.97427904	5.255232054	5.260465192	5.006716067	5.114365332	5.098146986	4.927586533
CNAG_00048	3.564622846	3.671169698	3.722352144	3.749547699	3.637829983	2.925090564	3.560613086	3.039553155	3.379318546	3.449007338	2.997597957
CNAG_00049	4.348760292	4.689568164	4.544558478	4.203926095	4.58109205	4.323986346	4.610474356	4.356847736	4.611589008	4.637924111	4.281921265
CNAG_00050	6.002655369	5.857574173	5.950460291	6.097262559	5.830477466	4.913159535	4.796399967	5.015786796	4.806497877	4.87803865	4.746210175
CNAG_00051	7.749306676	8.108527905	8.133880161	8.030309784	7.800064014	7.821755839	7.843108538	7.720358838	7.674396704	7.675616794	7.660573728
CNAG_00052	8.130951864	7.061468585	7.849612595	8.636834071	6.012642349	5.388328506	4.381036962	4.056353796	4.118894085	3.43403978	3.297626137
CNAG_00053	4.51611173	4.881479715	4.729375263	4.11572227	4.75583792	5.811546767	5.569394266	5.546857733	5.798304995	5.711488819	5.501464715
CNAG_00054	6.141819499	4.907666329	6.099305664	6.670445169	4.694714836	3.353022779	1.971044167	2.0936729	2.568864742	2.132036632	2.197131132
CNAG_00055	6.642217378	7.429994816	7.233271463	7.265262346	7.308525195	6.87954448	7.057699946	7.15540518	6.766893524	7.000352481	6.983412446
CNAG_00056	5.745181988	5.76320536	5.834289541	5.771332418	5.755140253	6.045940169	5.829587641	5.976603565	5.798304995	5.819093458	5.786919463
CNAG_00057	10.20206947	9.898697761	9.921937704	10.39254765	9.418381635	8.243561082	7.890371099	7.979330133	7.699879641	7.575165541	7.471308992
CNAG_00058	7.661933059	7.642938897	7.299448561	7.272079565	7.797643668	8.144527062	8.177526923	8.192327259	8.107673573	8.104528242	8.160342553
CNAG_00059	3.403126931	3.23134717	3.273167707	2.997332732	4.105270032	4.385622441	4.496614343	4.63514879	4.757412072	4.916237876	4.49585606
CNAG_00060	6.134820292	6.015215936	5.945135401	6.047801612	5.991620009	6.064904087	5.787839879	5.698203599	5.866760988	5.766294129	5.600135457
CNAG_00061	11.37316675	11.48507705	11.48552437	11.56519611	11.28018817	10.20602039	9.938092965	10.08770082	9.993208634	9.841716967	10.00221533
CNAG_00062	7.446134885	7.458617608	7.27312837	7.246924017	7.655182703	7.702360365	7.715315088	7.859116542	7.733406533	7.679588124	7.809233915
CNAG_00063	4.380667424	4.608870519	4.034612945	3.775367684	4.694714836	5.555577348	5.778734564	5.742589174	5.489827701	5.720768841	5.620225384
CNAG_00064	6.485979549	6.405368692	6.075134054	6.107462774	6.610569448	6.857961062	7.067702745	6.957782642	6.765514995	6.996537134	6.934968513
CNAG_00065	8.489364087	8.482781912	8.479268431	8.361755798	8.728717401	8.907952815	8.806677557	8.984219476	8.965718112	8.873769107	8.875447267
CNAG_00066	8.244765454	8.150251771	7.997772463	8.310249769	7.935572162	7.437197139	7.359962109	7.416540174	7.294205014	7.437481998	7.426376364
CNAG_00067	7.320164359	7.24519715	7.058131079	6.809706254	7.599301667	7.505112655	7.705738784	7.755304241	7.773048338	7.854186243	7.690063821
CNAG_00068	5.291715457	6.115237783	5.633750876	5.039177356	6.146102886	6.200657306	6.280305362	6.290565671	6.719268434	6.625350578	6.536332579
CNAG_00069	2.562804044	2.765505258	2.590353456	2.271343272	2.813705838	2.887709066	2.793467765	2.766164328	3.421943098	2.705963708	2.706886092
CNAG_00070	6.441291423	6.439872765	6.557514848	6.774931436	6.525369619	6.605085172	6.278153171	6.211846719	6.285620286	6.274679509	6.225759653
CNAG_00072	8.01946879	7.993425605	7.740880452	7.934013735	7.844123199	7.664180635	7.790474964	7.766095335	7.455922337	7.695365018	7.751854904
CNAG_00073	7.98938981	7.822963444	8.022632084	8.032987948	7.798249135	7.635572682	7.46776101	7.552088793	7.519456259	7.405228708	7.526336254
CNAG_00074	8.716135339	8.608640382	8.426269956	8.716462978	8.314344592	8.183611098	8.235246096	8.084915769	7.757876794	8.10570938	8.039267969
CNAG_00075	7.845331321	7.27467263	7.580132773	8.08746662	6.861770689	6.382978704	6.034729888	5.943712175	5.941912198	5.977164309	5.737851479
CNAG_00076	6.310743587	5.540321307	5.476541496	5.761676935	6.033362755	6.319473476	6.166232096	6.086154389	6.681758017	6.28305647	6.166490591
CNAG_00077	9.53152857	8.181710612	7.657055979	8.01413555	8.80269766	7.353126016	6.604452155	6.474519275	7.177775205	7.094978146	6.883654475
CNAG_00078	5.218568985	5.436228607	4.989444096	4.951299251	5.548988612	6.144317026	5.939892083	5.985864998	6.017980325	6.212446719	6.073796341
CNAG_00079	5.766471418	5.737156527	5.97418203	6.319745188	5.605430478	5.702747808	4.734956969	4.912726821	4.567970953	4.676589201	4.67116207
CNAG_00080	3.185565823	3.05512942	3.111440823	2.759326415	3.059777092	2.00043324	2.500408188	2.127540467	2.666633942	2.370822853	2.166231263
CNAG_00081	7.083798808	7.115269492	7.060595394	7.16627594	7.166618713	7.221284802	7.283701785	7.31364327	7.196310533	7.201562894	7.329469046
CNAG_00082	5.431555443	5.71952562	5.739041141	5.682014556	5.712092678	6.037431078	5.923461474	5.985864998	5.924723815	5.900292707	5.844167776
CNAG_00083	6.408778357	6.463014148	6.349551708	6.497022784	6.445682296	6.547821559	6.333092441	6.449633166	6.595942869	6.487169764	6.563266311
CNAG_00084	6.771189761	6.484050893	6.359593209	6.324125268	6.784429657	7.21186273	7.073919458	7.093562935	7.306580183	7.219131658	7.322479193
CNAG_00085	4.963342513	4.659062436	4.565531388	4.135794419	5.566154229	5.593801191	5.700535432	5.929383024	5.914809149	6.203648282	6.042235063
CNAG_00086	5.146163213	4.838566621	4.213569057	3.932794358	5.563307439	6.283945719	6.218796132	6.049081895	6.558225138	6.405122222	6.401875453
CNAG_00087	6.760619072	6.545380968	6.458212099	6.639147275	6.425445186	6.336914562	6.077435786	6.215787972	6.214658333	6.244971065	6.203104723
CNAG_00088	8.221829243	8.209343472	8.158821145	8.148014693	8.238745306	7.898936862	7.929978714	8.156892107	7.932028524	8.057692913	8.038201751
CNAG_00089	5.663236837	5.612149076	5.423919475	5.647478285	5.83991799	6.007247711	5.988090134	5.811924388	5.907328177	5.984887686	5.889804359
CNAG_00090	6.148784914	6.185416088	6.207783372	6.058356293	6.367875551	6.512953553	6.562623778	6.682482599	6.506350114	6.578477936	6.494965051
CNAG_00091	11.36009701	10.62511658	11.93002109	12.51735369	9.056333566	7.032952226	5.328602275	5.605112992	5.89980821	4.657386183	4.735725089
CNAG_00092	8.355781952	8.364870251	8.229515234	8.208494809	8.358529877	7.867478386	8.032488883	8.049468275	8.057864173	8.168096197	8.096216473
CNAG_00093	8.787420027	8.152990923	8.75583406	9.292546883	7.071649874	6.38800732	5.597284235	5.512023638	5.36431112	4.999929482	4.626456881
CNAG_00094	4.508911529	4.083233122	4.472361432	4.331235843	3.772102482	3.268293439	2.840899719	3.142523853	3.057560269	3.038375571	2.728199387
CNAG_00095	5.666476163	5.579942696	5.361331585	5.127030925	5.952990162	6.384656858	6.198455064	6.191977311	6.606760654	6.435500309	6.45077449
CNAG_00096	4.672511466	4.794337838	4.784082507	4.518700175	4.735749926	4.940798925	4.709627847	4.932020919	4.848770385	4.827390655	4.837296932
CNAG_00097	6.221062465	6.345323699	6.321057891	6.137637717	6.500285816	6.08568681	6.401917273	6.227547539	6.291379194	6.234210881	6.442738883
CNAG_00098	6.291989952	6.078825522	6.275112904	6.605357014	5.727433034	4.922431625	4.872553116	5.170003508	4.463023885	4.844471648	4.85193424
CNAG_00099	5.498519196	5.671428504	5.040271893	4.738083197	6.1153357	6.556780646	6.673217823	6.683905937	6.922193245	6.952576286	6.919996584
CNAG_00100	7.229991041	8.107398581	7.537424945	7.220147457	7.797643668	8.024262627	8.69212821	8.428434237	7.26328301	7.460745939	7.554201589
CNAG_00101	5.837167052	6.090303385	5.541494989	5.396108111	6.353116893	6.540312917	6.902883272	6.843981191	6.78469555	7.0624996	6.871733191
CNAG_00104	7.061825975	6.461247161	6.113616596	6.243174143	7.05856895	8.006389109	7.768411925	7.647091797	8.216101562	8.063783098	8.111503768
CNAG_00105	4.239901283	3.968499998	4.168584966	4.010945856	4.12084334	4.412193143	4.108081439	4.056353796	4.16980391	4.357660834	4.274696618
CNAG_00106	5.772496852	5.570138894	5.646930202	5.358168358	5.908818953	6.424357826	6.280305362	6.011031579	6.54863959	6.448592192	6.35297678
CNAG_00107	6.496938594	6.00069135	6.253735109	6.790842156	5.678284856	5.447330332	4.923014359	4.912726821	4.723735119	4.810105004	4.665649095
CNAG_00108	7.147778013	7.14419173	6.867223629	6.747473875	7.361105548	7.202378718	7.490247395	7.568363458	7.298977265	7.460745939	7.478401549
CNAG_00109	6.54348874	6.737197736	6.603870807	6.417268396	7.010261512	6.952640738	7.051412794	7.230375026	6.955218181	7.157820747	7.20101855
CNAG_00110	4.989444096	5.993373851	5.155415171	4.833343828	5.709520018	7.018973472	6.944191013	6.961308291	6.835507121	6.983745942	7.017354853
CNAG_00111	6.971736815	7.200352808	7.01176514	7.018705104	7.124751084	7.241799274	7.217855841	7.173756434	7.064632031	7.148681703	7.194333607
CNAG_00115	8.259856154	8.050362438	8.249633272	8.424803076	7.855803682	7.769407521	7.324944462	7.381004018	7.530860719	7.174801964	7.246965413
CNAG_00116	10.25816532	10.25990821	10.23326	10.05237951	10.60294864	10.58953748	10.5699477	10.680835	10.80733818	10.84110642	10.84066125
CNAG_00117	6.485979549	6.719567336	6.151099265	6.261559896	6.765977154	7.120151172	7.077636668	7.019962505	6.930828122	7.20045771	7.210515052
CNAG_00118	5.231749624	5.210817778	5.045257554	4.795990937	5.453820858	5.381621279	5.482335676	5.537440631	5.635791869	5.615249748	5.470181557
CNAG_00119	4.936759979	5.022356125	4.936759979	4.827185121	5.184179927	4.766413806	5.074555827	5.182140663	4.904943851	5.074212335	4.927586533
CNAG_00120	5.291715457	5.219206252	5.236116546	5.62280136	5.438367007	5.160456358	5.332755859	5.26815715	5.118690646	5.31789945	5.302701902
CNAG_00121	9.30683485	9.300617395	9.425584452	9.690881666	8.886227583	8.155872584	7.881183448	8.026091663	7.792129656	7.696149352	7.780829651
CNAG_00122	5.227369444	5.938547153	5.637057012	5.429014608	5.435256272	6.355859322	5.977517749	5.969618263	5.782035267	5.987452984	6.168440993
CNAG_00123	5.997520022	5.49267765	6.371551475	6.384089768	5.32529076	4.573909928	4.589798865	4.646873312	4.997099092	4.689250666	4.591994751
CNAG_00124	5.103779083	5.399792381	5.404650839	5.358168358	5.511080602	5.469639247	5.820742831	5.546857733	5.748934807	5.833423399	5.786919463
CNAG_00125	4.024550104	3.595863083	4.044606084	3.613025035	3.637829983	3.521130221	3.280012325	3.142523853	3.630171654	3.291848004	3.099248795
CNAG_00126	7.902083345	8.036189143	7.761475812	7.686903594	8.183272579	7.979434318	8.102275014	8.244864326	8.028281611	8.326423536	8.358295051
CNAG_00127	5.745181988	5.918082026	5.825622409	5.41676246	6.232862749	6.138361145	6.380007671	6.434492806	6.488078385	6.535300365	6.525721037
CNAG_00128	5.845765311	5.268537931	5.617105585	5.301542669	5.755140253	5.860606739	5.832523901	5.709428669	6.504698577	6.247113504	5.992458974
CNAG_00129	5.583227541	5.683603942	5.270584068	4.9793405	5.917762049	5.765919498	6.016770935	5.976603565	6.14215074	6.262022154	6.197384965
CNAG_00130	9.474917232	9.209877144	9.694506895	10.03294451	8.732840496	8.203238655	7.884724088	7.932798951	7.913477056	7.740165879	7.815470742
CNAG_00131	3.536572829	3.621404554	3.185565823	2.883232107	3.721927099	3.627005791	3.842791979	3.868848998	4.0206207	3.75630184	3.828399026
CNAG_00132	4.915135566	5.272573763	5.34525096	5.247223581	5.198928533	4.288570922	4.603615395	4.446785901	4.09274924	4.276079761	4.425836737
CNAG_00133	5.483904659	5.06486478	5.020155146	5.185974099	5.304984109	5.434425766	5.273488435	5.252894434	5.529351814	5.408742219	5.117239427
CNAG_00134	6.038099904	5.995817143	6.080000883	6.137637717	5.712092678	5.801531349	5.624645248	5.521607562	5.469652035	5.533351238	5.476492691
CNAG_00135	5.400766036	5.189630692	4.753946051	4.968189318	5.493242888	5.179916139	5.533756072	5.695383632	5.414428739	5.683285129	5.529051066
CNAG_00136	8.365780332	8.4367671	8.354778293	8.546004391	8.19159243	8.053040828	8.172321425	8.151758138	7.75579553	7.75680188	7.896542654
CNAG_00137	7.347667038	6.825006551	6.888185904	7.134207967	6.858290903	6.834822732	6.741981027	6.537283022	6.664110999	6.819253301	6.744153994
CNAG_00138	7.244152642	7.006795226	7.10901784	7.003765364	7.236191435	7.294524859	7.317628218	7.40795319	7.340306025	7.400424169	7.439357689
CNAG_00139	9.750908327	9.05154557	9.497601694	10.15444563	8.688459042	8.059884016	7.721664158	7.822753804	7.670719261	7.611373981	7.472098778
CNAG_00140	7.313980793	7.359649383	7.295269465	7.186864537	7.397523241	7.368472239	7.572459675	7.585218458	7.477131996	7.492697813	7.483110623
CNAG_00141	6.99382523	6.68364671	7.126765295	7.146626301	6.714301867	6.727831222	6.537651852	6.47287349	6.827602263	6.622052569	6.493409905
CNAG_00142	5.316671227	4.742903849	4.348760292	4.432074626	5.508122923	6.282146156	6.170879676	6.111761242	6.683218904	6.422288533	6.436278015
CNAG_00143	7.361723914	7.521863113	7.437628232	7.435851138	7.510460623	7.784104952	7.649406252	7.71549566	7.763412196	7.746994718	7.877592209
CNAG_00144	4.177694695	4.007766967	4.307857679	3.749547699	4.30252702	4.476554695	4.436127069	4.769920651	4.509880246	4.529445068	4.637763719
CNAG_00145	5.173742968	5.366193959	5.160018995	4.770540674	5.860935975	6.116310107	6.223277685	6.273650086	6.387712283	6.494402339	6.419998114
CNAG_00146	6.969115803	7.132026086	7.035760744	7.070460425	7.155320235	6.783591136	6.718364287	6.876711037	6.746075996	6.785747803	6.789214073
CNAG_00147	9.482977813	9.589968065	9.424149854	9.449883327	9.52939428	9.493577215	9.433236264	9.441094061	9.470137322	9.42838499	9.548676387
CNAG_00148	7.730084494	7.771845172	7.973785006	7.999148169	7.613820138	7.835318625	7.578593824	7.675988562	7.450785282	7.388827571	7.544472278
CNAG_00149	9.535520124	9.453090481	9.097181552	9.048704178	9.749641884	8.796389089	9.151063281	8.939040812	9.013246024	9.185267963	9.143041909
CNAG_00150	7.884108784	7.963779786	7.606513336	7.810679501	7.903854493	8.05145701	8.001515248	8.03336784	8.068523644	8.192759315	8.143089305
CNAG_00151	6.089685563	6.390590103	6.025540872	5.949164818	6.491327542	6.474072588	7.016980444	6.738348447	6.426608583	6.474424848	6.560298385
CNAG_00152	5.369305178	5.640532628	5.494879417	5.323585584	5.662409962	5.958502776	6.001197586	6.064462583	6.013341781	6.062364558	5.983624197
CNAG_00153	5.236116546	5.485741132	5.341202641	5.161706424	5.605430478	5.507098386	5.515601311	5.479609451	5.635791869	5.625167739	5.463842693
CNAG_00154	6.531103028	6.381276012	6.60724605	6.726118556	6.339870123	5.843624868	5.710146222	5.66110695	5.668612518	5.522779131	5.541144362
CNAG_00156	7.353708192	7.116392673	7.475057503	7.552436856	6.967834973	6.990602947	6.480768732	6.502214133	6.729202952	6.559638812	6.539350168
CNAG_00157	6.714417795	6.506499782	6.66020288	6.639147275	6.598105838	6.466169053	6.534048885	6.429410503	6.308519261	6.23204918	6.094460019
CNAG_00158	5.994945477	6.071894715	5.692132212	5.827946389	6.213019916	6.26220138	6.469495237	6.207894669	6.250575567	6.479900747	6.510425001
CNAG_00159	4.842530169	4.570046356	4.501675213	4.440168161	4.785455009	4.719312657	4.906389286	4.848177067	4.894891836	4.861352771	4.871222465
CNAG_00160	3.875762599	4.119535695	4.472361432	4.213401757	4.356145118	3.569147679	3.588671683	3.593952258	3.757673397	3.768285521	3.747208271
CNAG_00161	5.209714513	4.794337838	5.035268942	5.327954038	4.705083549	3.592570094	3.546376459	3.506565188	4.002010678	3.780170479	3.254207919
CNAG_00162	11.01255791	10.12983055	10.12895613	11.29998319	9.783977627	9.371527088	7.969195129	7.724514268	7.879471147	7.638558316	7.482326844
CNAG_00163	6.424169935	6.464778974	6.323111933	6.302090661	6.450312358	6.481933061	6.655087843	6.583770608	6.699191783	6.727092912	6.370026259
CNAG_00164	7.510639302	7.481462614	7.191157933	7.082144824	7.758355498	7.593383352	7.793491834	7.453727271	7.909737964	7.899838633	7.609803905
CNAG_00165	9.062868869	8.909100445	8.516543936	8.400121273	9.340710346	9.55056301	9.542397674	9.592568889	9.642433534	9.697977741	9.757441769
CNAG_00166	4.925988288	4.765990069	4.472361432	4.053773796	4.968737959	6.024572595	5.969537304	5.953186481	6.240687921	6.04029666	6.059153624
CNAG_00167	5.971565461	5.907739559	5.923637101	6.117591376	5.865565346	5.543609473	5.54454027	5.593042687	5.33487088	5.519237809	5.434968011
CNAG_00171	5.633750876	5.865611914	5.97418203	5.654451996	5.83991799	5.421404728	5.562336708	5.739854725	5.513014821	5.792935322	5.579761816
CNAG_00172	5.231749624	6.191823598	5.308400509	5.081187327	5.816199831	7.053142117	7.087502657	7.021089082	7.098969105	6.986313269	7.035634875
CNAG_00173	5.205266814	5.358620178	5.34525096	5.370926123	5.571831012	5.0673971	5.40948347	5.331280471	5.493163051	5.571466002	5.41539208
CNAG_00174	6.949304949	6.645253322	6.966490021	7.06130668	6.596714323	6.705178131	6.525001904	6.580717608	6.562994135	6.5665179	6.496518523
CNAG_00175	5.799304152	5.737156527	6.171763039	6.250096287	5.735042474	5.889261389	5.519250586	5.695383632	5.629743422	5.381694928	5.547153208
CNAG_00176	7.374655216	7.350132713	7.321192382	7.131711422	7.580417769	7.670385216	7.629285097	7.780802514	7.714241743	7.714846566	7.642445599
CNAG_00177	3.578445956	4.256247229	4.291166312	3.932794358	4.143892567	4.129532918	4.340357772	4.385122907	4.227013505	3.91563998	4.223084971
CNAG_00178	5.857150518	6.150753611	6.007772502	6.02376741	6.033362755	6.15615553	6.337233136	6.14107255	6.375112986	6.229884236	6.23881258
CNAG_00179	2.971785291	2.718941474	2.95068336	2.376304567	3.059777092	3.533285244	3.473006516	3.175276534	4.378978851	3.815248957	3.715543755
CNAG_00180	6.756064958	6.345323699	6.684372723	6.901960992	6.223877098	6.08568681	5.942612417	6.130672456	5.929655714	5.801707504	5.771603845
CNAG_00181	6.504198648	6.499629562	6.677966921	6.773330671	6.408096925	6.052289212	6.089759475	6.124396221	6.052302021	6.04029666	6.048602797
CNAG_00182	5.837167052	6.029595749	5.923637101	5.876470066	6.031304055	5.958502776	6.074958366	6.195973145	5.822370654	5.951116956	5.901577853
CNAG_00183	5.020155146	5.324037347	5.57635541	5.54987702	5.184179927	4.894434644	4.65095711	4.791207567	5.173770584	4.780827225	4.885521267
CNAG_00184	7.049472675	7.10738264	7.026966624	7.038831318	7.038209963	6.65182462	6.678123075	6.557611814	6.54863959	6.724019715	6.791746915
CNAG_00185	6.934602117	7.022457574	6.728434192	6.978979805	6.941766952	6.56272261	6.689504219	6.772197009	6.279838297	6.547520912	6.636956203
CNAG_00186	4.103153517	3.928134293	3.875762599	3.775367684	4.113077699	4.192203268	4.348585889	4.479937509	4.63593403	4.663815631	4.260137872
CNAG_00187	6.715981914	6.443457228	6.427992309	6.685843128	6.431702278	6.265848272	6.225513251	6.243079325	6.202484426	6.242825439	6.210695964
CNAG_00188	5.498519196	5.813933129	5.590067092	5.457204685	6.063895843	5.82396905	6.05498434	6.256533811	6.063563506	5.953742956	6.220129185
CNAG_00189	6.264463603	6.347238429	6.087270481	6.02376741	6.414429547	5.933498453	6.187029304	6.035766666	6.081401013	6.121950218	6.183950008
CNAG_00190	6.975659426	6.927107387	7.013038066	7.241145153	6.778305009	6.381298596	6.249878528	6.388094379	6.256475789	6.185888778	6.251748468
CNAG_00191	4.103153517	3.843848005	3.973155343	3.311546632	4.511906826	5.050581888	5.13764243	5.069045184	5.692021668	5.49058987	5.529051066
CNAG_00192	4.813602303	5.133042345	5.103779083	5.04449599	4.75583792	5.404961406	5.156511467	4.759158239	5.70070309	5.246875854	5.188168891
CNAG_00193	7.145458323	7.483205029	7.386489793	7.192864508	7.44701132	7.458068991	7.451618403	7.419106334	7.53491199	7.47452634	7.473677054
CNAG_00194	5.86844658	6.223441106	5.811060467	5.657926251	6.238227398	6.146296869	6.458132955	6.513465153	6.440496664	6.670748143	6.488734384
CNAG_00195	5.015081823	4.912847093	4.487092773	4.629021764	5.249392719	5.309245997	5.504597773	5.512023638	5.620622937	5.733050071	5.695195935
CNAG_00229	3.993933466	3.214662986	3.671667877	3.897959892	3.571375272	3.082265382	2.558311715	2.60721677	2.945154379	2.802357481	2.790312784
CNAG_00231	5.094188865	4.902466894	4.579345837	4.374111724	4.942686397	5.206726256	4.939450032	4.955781249	4.997099092	5.088620722	5.055345538
CNAG_00232	11.13832828	10.8703528	10.78485069	10.56910825	11.24780767	11.05992709	11.32007773	11.33670255	11.44117352	11.49420173	11.36153068
CNAG_00233	5.692132212	5.819461002	5.663236837	5.488761536	6.346508712	5.915037375	6.380007671	6.29616041	6.171592496	6.236369348	6.24990757
CNAG_00234	5.079682936	5.276598336	5.045257554	4.956951273	5.358512638	5.414849872	5.519250586	5.580870543	5.469652035	5.564610524	5.547153208
CNAG_00235	4.131559696	3.810926317	3.50796661	3.736462325	4.274951697	4.875463521	5.099147451	4.675774409	5.074842636	5.144857004	5.164911062
