"Entry" "orf_id"
"1851" "J9VT12" "CNAG_03320"
"1852" "J9VW70" "CNAG_06640"
"1853" "J9VJ93" "CNAG_05255"
"1854" "J9VW76" "CNAG_06259"
"1855" "J9VNH9" "CNAG_05699"
"1856" "J9VT35" "CNAG_03356"
"1857" "J9VHR6" "CNAG_02944"
"1858" "J9VS27" "CNAG_04337"
"1859" "T2BPQ3" "CNAG_04618"
"1860" "J9VF46" "CNAG_00811"
"1861" "J9VM32" "CNAG_05226"
"1862" "J9VDR4" "CNAG_00274"
"1863" "J9VHQ2" "CNAG_00006"
"1864" "J9VJV8" "CNAG_01391"
"1865" "J9VKI6" "CNAG_00073"
"1866" "J9W480" "CNAG_05615"
"1867" "J9VJ29" "CNAG_04967"
"1868" "J9VLY7" "CNAG_07457"
"1869" "J9VSG5" "CNAG_07636"
"1870" "J9VTM2" "CNAG_04607"
"1871" "J9VI97" "CNAG_06916"
"1872" "J9VJD5" "CNAG_04022"
"1873" "J9VKK0" "CNAG_00083"
"1874" "J9VME1" "CNAG_00730"
"1875" "J9VP41" "CNAG_07811"
"1876" "J9VDX1" "CNAG_00352"
"1877" "J9VEY5" "CNAG_00512"
"1878" "J9VHQ5" "CNAG_00765"
"1879" "J9VJY0" "CNAG_01367"
"1880" "J9VNU5" "CNAG_05020"
"1881" "J9VFA9" "CNAG_07462"
"1882" "J9VRQ4" "CNAG_05771"
"1883" "J9VK33" "CNAG_01315"
"1884" "J9VX44" "CNAG_05964"
"1885" "J9VK40" "CNAG_02885"
"1886" "J9VPI4" "CNAG_07676"
"1887" "J9VHZ2" "CNAG_02873"
"1888" "J9VJQ3" "CNAG_01452"
"1889" "J9VL88" "CNAG_07347"
"1890" "J9VST4" "CNAG_01358"
"1891" "J9VYZ8" "CNAG_04203"
"1892" "J9W0K8" "CNAG_07008"
"1893" "J9VTX2" "CNAG_04136"
"1894" "J9VWT6" "CNAG_04348"
"1895" "J9VKQ4" "CNAG_01099"
"1896" "J9VR38" "CNAG_04162"
"1897" "J9VJJ2" "CNAG_06845"
"1898" "J9VID5" "CNAG_02759"
"1899" "J9VQA7" "CNAG_02219"
"1900" "J9VRI1" "CNAG_04331"
"1901" "T2BQN2" "CNAG_07960"
"1902" "J9VVP7" "CNAG_02034"
"1903" "J9W0K5" "CNAG_06250"
"1904" "T2BPJ8" "CNAG_04262"
"1905" "J9VFY5" "CNAG_07459"
"1906" "J9VLM9" "CNAG_03984"
"1907" "J9VT24" "CNAG_02045"
"1908" "J9VNY9" "CNAG_07680"
"1909" "J9VRM8" "CNAG_05105"
"1910" "J9VSD6" "CNAG_03097"
"1911" "J9VHF5" "CNAG_06963"
"1912" "J9VPR4" "CNAG_03222"
"1913" "J9VT95" "CNAG_06559"
"1914" "J9W3Z0" "CNAG_05478"
"1915" "J9W3Z3" "CNAG_05483"
"1916" "J9VJ89" "CNAG_05250"
"1917" "J9VGA5" "CNAG_03892"
"1918" "J9VXZ1" "CNAG_03355"
"1919" "J9VL27" "CNAG_07435"
"1920" "J9VZ21" "CNAG_04238"
"1921" "J9VQW8" "CNAG_07651"
"1922" "J9VN20" "CNAG_01301"
"1923" "J9VU13" "CNAG_05785"
"1924" "J9VJT7" "CNAG_01416"
"1925" "J9VK60" "CNAG_01290"
"1926" "J9VFR9" "CNAG_00782"
"1927" "J9VRS2" "CNAG_05792"
"1928" "J9VSG9" "CNAG_07641"
"1929" "J9W025" "CNAG_06075"
"1930" "J9VDD3" "CNAG_00160"
"1931" "J9VFI3" "CNAG_03608"
"1932" "J9VIF0" "CNAG_02737"
"1933" "J9VZ03" "CNAG_04212"
"1934" "J9VKQ8" "CNAG_00133"
"1935" "J9VKD4" "CNAG_01429"
"1936" "J9VLW0" "CNAG_05141"
"1937" "J9VMN3" "CNAG_00794"
"1938" "J9VX59" "CNAG_07776"
"1939" "J9VDZ5" "CNAG_00122"
"1940" "J9VP31" "CNAG_03925"
"1941" "J9VPF7" "CNAG_05819"
"1942" "J9VLN3" "CNAG_03989"
"1943" "J9VT60" "CNAG_04570"
"1944" "J9VE84" "CNAG_00491"
"1945" "J9VPJ0" "CNAG_03078"
"1946" "J9VPN1" "CNAG_05898"
"1947" "J9W1Z8" "CNAG_01940"
"1948" "J9W3G0" "CNAG_06500"
"1949" "J9VGA2" "CNAG_03663"
"1950" "J9VQ02" "CNAG_03114"
"1951" "J9W1F6" "CNAG_05411"
"1952" "J9VQH4" "CNAG_02762"
"1953" "J9VSM1" "CNAG_02201"
"1954" "J9VXT6" "CNAG_05652"
"1955" "J9VFT9" "CNAG_00807"
"1956" "J9VGL6" "CNAG_00342"
"1957" "J9VMF4" "CNAG_00740"
"1958" "J9VQV0" "CNAG_07438"
"1959" "J9VS91" "CNAG_02371"
"1960" "J9VSP0" "CNAG_02181"
"1961" "J9VHS8" "CNAG_02712"
"1962" "J9VLP3" "CNAG_00969"
"1963" "J9VTS3" "CNAG_07867"
"1964" "J9VVD2" "CNAG_03344"
"1965" "J9VZM7" "CNAG_01934"
"1966" "J9VHS3" "CNAG_02717"
"1967" "J9VVP6" "CNAG_07734"
"1968" "J9VEQ0" "CNAG_00390"
"1969" "J9VV16" "CNAG_01907"
"1970" "J9VM03" "CNAG_00595"
"1971" "J9VQZ8" "CNAG_03468"
"1972" "J9VTH2" "CNAG_01131"
"1973" "J9VU02" "CNAG_04146"
"1974" "J9W1S4" "CNAG_05513"
"1975" "J9VT80" "CNAG_03403"
"1976" "J9VUI2" "CNAG_07700"
"1977" "J9VH06" "CNAG_00525"
"1978" "J9VR81" "CNAG_01018"
"1979" "J9VT44" "CNAG_04813"
"1980" "J9VP55" "CNAG_05711"
"1981" "J9W3W9" "CNAG_05455"
"1982" "T2BNV1" "CNAG_08020"
"1983" "J9VN21" "CNAG_02172"
"1984" "J9VX39" "CNAG_04469"
"1985" "T2BQH4" "CNAG_00523"
"1986" "J9VDV3" "CNAG_00328"
"1987" "J9VRY9" "CNAG_07679"
"1988" "J9VSV0" "CNAG_03240"
"1989" "J9W1T4" "CNAG_01864"
"1990" "J9VGE7" "CNAG_03717"
"1991" "J9VM42" "CNAG_02285"
"1992" "J9VN88" "CNAG_06627"
"1993" "J9VWG4" "CNAG_05390"
"1994" "J9VYB3" "CNAG_03495"
"1995" "J9VQD1" "CNAG_03223"
"1996" "J9VS87" "CNAG_02376"
"1997" "J9W443" "CNAG_05568"
"1998" "J9VU92" "CNAG_02538"
"1999" "J9VN18" "CNAG_06714"
"2000" "J9W002" "CNAG_04866"
"2001" "J9VVM4" "CNAG_02054"
"2002" "J9VH91" "CNAG_07372"
"2003" "J9VST2" "CNAG_03221"
"2004" "J9VXL9" "CNAG_07613"
"2005" "T2BN16" "CNAG_03281"
"2006" "T2BPM0" "CNAG_04545"
"2007" "T2BPT9" "CNAG_01696"
"2008" "J9VHZ7" "CNAG_02868"
"2009" "J9VJ15" "CNAG_05157"
"2010" "J9VTB0" "CNAG_01208"
"2011" "J9VLX8" "CNAG_02357"
"2012" "J9VM31" "CNAG_02525"
"2013" "J9VW63" "CNAG_06630"
"2014" "J9VQY8" "CNAG_02572"
"2015" "J9VI80" "CNAG_00178"
"2016" "J9VUP9" "CNAG_01764"
"2017" "J9VJ96" "CNAG_05033"
"2018" "J9VL26" "CNAG_06890"
"2019" "J9VLF7" "CNAG_03899"
"2020" "J9VZW0" "CNAG_05554"
"2021" "J9VUC9" "CNAG_01664"
"2022" "J9VV66" "CNAG_02220"
"2023" "J9VE89" "CNAG_07327"
"2024" "J9VE70" "CNAG_00475"
"2025" "J9VKT9" "CNAG_01059"
"2026" "J9VPQ0" "CNAG_07832"
"2027" "J9VKT5" "CNAG_07532"
"2028" "J9VWA8" "CNAG_06298"
"2029" "J9VIK7" "CNAG_05023"
"2030" "J9VJY7" "CNAG_00759"
"2031" "J9VQM8" "CNAG_02691"
"2032" "J9VUB6" "CNAG_01842"
"2033" "J9VIL5" "CNAG_07529"
"2034" "J9VQC2" "CNAG_01323"
"2035" "J9VR00" "CNAG_06881"
"2036" "J9VNI4" "CNAG_06533"
"2037" "J9VEX3" "CNAG_00747"
"2038" "J9VVW4" "CNAG_04671"
"2039" "J9VT40" "CNAG_03361"
"2040" "J9VV23" "CNAG_07000"
"2041" "J9VRT6" "CNAG_04226"
"2042" "J9VNZ4" "CNAG_06673"
"2043" "J9VPM8" "CNAG_05303"
"2044" "J9VQF1" "CNAG_03482"
"2045" "J9VQU1" "CNAG_03409"
"2046" "J9VTC5" "CNAG_04720"
"2047" "J9VUV4" "CNAG_01837"
"2048" "J9VV57" "CNAG_06132"
"2049" "J9VME9" "CNAG_02441"
"2050" "J9W397" "CNAG_06422"
"2051" "J9VJQ4" "CNAG_05178"
"2052" "J9VLT1" "CNAG_07450"
"2053" "J9VES6" "CNAG_00425"
"2054" "J9VQN8" "CNAG_03358"
"2055" "J9VUQ0" "CNAG_02419"
"2056" "J9VUX7" "CNAG_01867"
"2057" "J9VTM5" "CNAG_01076"
"2058" "J9VWV5" "CNAG_05497"
"2059" "J9VXI1" "CNAG_01925"
"2060" "J9VXQ0" "CNAG_03244"
"2061" "J9VMJ9" "CNAG_07406"
"2062" "J9VRM5" "CNAG_05738"
"2063" "J9VYI2" "CNAG_06248"
"2064" "J9VYF7" "CNAG_01477"
"2065" "J9VSR8" "CNAG_03204"
"2066" "J9W219" "CNAG_05638"
"2067" "J9W1V2" "CNAG_01883"
"2068" "J9VVE9" "CNAG_06189"
"2069" "J9VKW9" "CNAG_00189"
"2070" "J9VLK6" "CNAG_00438"
"2071" "J9VQJ4" "CNAG_02735"
"2072" "T2BME5" "CNAG_01193"
"2073" "J9VV58" "CNAG_03238"
"2074" "J9VPI2" "CNAG_07498"
"2075" "J9VPN9" "CNAG_05908"
"2076" "T2BPP4" "CNAG_01675"
"2077" "J9VMX1" "CNAG_06765"
"2078" "J9VYL3" "CNAG_01539"
"2079" "J9VYY3" "CNAG_04183"
"2080" "J9VI41" "CNAG_02829"
"2081" "J9VTH6" "CNAG_03502"
"2082" "J9VX52" "CNAG_04485"
"2083" "J9VZV8" "CNAG_04913"
"2084" "J9VF64" "CNAG_00836"
"2085" "T2BPD2" "CNAG_04028"
"2086" "J9VRH3" "CNAG_05050"
"2087" "J9VRV4" "CNAG_04488"
"2088" "J9VXB3" "CNAG_05449"
"2089" "J9VJ27" "CNAG_05172"
"2090" "J9VNB8" "CNAG_02061"
"2091" "J9VEQ9" "CNAG_00405"
"2092" "J9VT25" "CNAG_04608"
"2093" "J9VUE9" "CNAG_05919"
"2094" "J9VUR1" "CNAG_02016"
"2095" "J9VLL9" "CNAG_05077"
"2096" "J9VPB4" "CNAG_00862"
"2097" "J9VQQ7" "CNAG_03378"
"2098" "J9VR57" "CNAG_04185"
"2099" "J9VFV9" "CNAG_00099"
"2100" "J9VR93" "CNAG_04975"
"2101" "J9VH45" "CNAG_00565"
"2102" "J9VK04" "CNAG_00778"
"2103" "J9VR28" "CNAG_03504"
"2104" "J9VFN1" "CNAG_00023"
"2105" "J9VRP7" "CNAG_04416"
"2106" "J9VTG1" "CNAG_04675"
"2107" "J9W149" "CNAG_01596"
"2108" "J9VYA8" "CNAG_06159"
"2109" "T2BQC2" "CNAG_00060"
"2110" "J9VM96" "CNAG_02223"
"2111" "J9VQ37" "CNAG_02876"
"2112" "J9VSW9" "CNAG_02105"
"2113" "J9W491" "CNAG_05629"
"2114" "J9VIW9" "CNAG_06902"
"2115" "J9VLA0" "CNAG_00868"
"2116" "J9VIV3" "CNAG_07577"
"2117" "J9VK96" "CNAG_02826"
"2118" "J9VNT8" "CNAG_05823"
"2119" "J9VVD5" "CNAG_05990"
"2120" "J9VG22" "CNAG_03821"
"2121" "J9VKJ1" "CNAG_01163"
"2122" "J9VLC8" "CNAG_07482"
"2123" "J9VUH7" "CNAG_07695"
"2124" "J9VW16" "CNAG_07939"
"2125" "J9W3D4" "CNAG_06463"
"2126" "J9VTE0" "CNAG_07591"
"2127" "J9W0B7" "CNAG_04752"
"2128" "J9VR15" "CNAG_03488"
"2129" "J9VXD2" "CNAG_05458"
"2130" "J9VR12" "CNAG_06894"
"2131" "J9VKC4" "CNAG_02817"
"2132" "J9VI71" "CNAG_07580"
"2133" "J9VQ25" "CNAG_02327"
"2134" "J9VS10" "CNAG_04317"
"2135" "J9VX45" "CNAG_05599"
"2136" "J9W026" "CNAG_05645"
"2137" "J9VFN7" "CNAG_03672"
"2138" "J9VZ23" "CNAG_06474"
"2139" "J9VJK2" "CNAG_00665"
"2140" "J9VLD3" "CNAG_07802"
"2141" "J9W282" "CNAG_05992"
"2142" "J9VK75" "CNAG_02851"
"2143" "T2BQC1" "CNAG_00522"
"2144" "J9VGJ8" "CNAG_04012"
"2145" "J9VGG3" "CNAG_03732"
"2146" "J9VL30" "CNAG_06895"
"2147" "J9VZ80" "CNAG_04314"
"2148" "J9VTU9" "CNAG_04110"
"2149" "J9VWA4" "CNAG_06293"
"2150" "J9VVG0" "CNAG_02114"
"2151" "J9VJM4" "CNAG_00685"
"2152" "J9VLI1" "CNAG_02492"
"2153" "J9VKF1" "CNAG_07308"
"2154" "J9VUL2" "CNAG_01968"
"2155" "J9VVL4" "CNAG_04790"
"2156" "J9VU25" "CNAG_01730"
"2157" "J9VTB4" "CNAG_01491"
"2158" "J9VTS8" "CNAG_07752"
"2159" "J9W389" "CNAG_06412"
"2160" "J9W1B8" "CNAG_05363"
"2161" "J9VKI7" "CNAG_02761"
"2162" "J9W0W2" "CNAG_06366"
"2163" "J9VVJ0" "CNAG_03410"
"2164" "J9W0A0" "CNAG_04777"
"2165" "J9VZS5" "CNAG_05510"
"2166" "J9VPL2" "CNAG_03156"
"2167" "J9VHP7" "CNAG_00756"
"2168" "J9VX55" "CNAG_05974"
"2169" "J9VKZ7" "CNAG_07340"
"2170" "J9VLC3" "CNAG_01098"
"2171" "J9VPC0" "CNAG_02557"
"2172" "J9VU41" "CNAG_01583"
"2173" "T2BP66" "CNAG_07956"
"2174" "J9W1I6" "CNAG_05441"
"2175" "J9VDV4" "CNAG_00081"
"2176" "J9VP72" "CNAG_05730"
"2177" "J9VSV8" "CNAG_04691"
"2178" "J9VCZ1" "CNAG_07304"
"2179" "J9VIJ9" "CNAG_00261"
"2180" "J9VYI8" "CNAG_03573"
"2181" "J9VU59" "CNAG_04189"
"2182" "J9VWL7" "CNAG_01602"
"2183" "J9VYX9" "CNAG_04178"
"2184" "J9VTG5" "CNAG_04669"
"2185" "J9VI33" "CNAG_02595"
"2186" "J9VZX1" "CNAG_06001"
"2187" "J9W3K3" "CNAG_05358"
"2188" "J9VGL4" "CNAG_03781"
"2189" "J9VH41" "CNAG_03973"
"2190" "J9VRT7" "CNAG_05807"
"2191" "J9VMS7" "CNAG_07635"
"2192" "J9VNL6" "CNAG_07440"
"2193" "J9VS40" "CNAG_05911"
"2194" "J9VZ17" "CNAG_04233"
"2195" "J9VX03" "CNAG_05367"
"2196" "J9VIY2" "CNAG_00416"
"2197" "J9VJH2" "CNAG_07377"
"2198" "J9VQI4" "CNAG_01268"
"2199" "J9W1S5" "CNAG_01855"
"2200" "J9VL09" "CNAG_02567"
"2201" "J9VL77" "CNAG_00893"
"2202" "J9VVG4" "CNAG_07912"
"2203" "J9VTL6" "CNAG_06644"
"2204" "J9VGZ4" "CNAG_03010"
"2205" "J9VLU8" "CNAG_07812"
"2206" "J9VV54" "CNAG_03233"
"2207" "J9VZK2" "CNAG_01898"
"2208" "J9W001" "CNAG_07889"
"2209" "J9VDD8" "CNAG_00165"
"2210" "J9VL21" "CNAG_01215"
"2211" "J9VLT5" "CNAG_00529"
"2212" "J9VIA9" "CNAG_07328"
"2213" "J9VL83" "CNAG_00291"
"2214" "T2BLS5" "CNAG_07967"
"2215" "J9VG95" "CNAG_03653"
"2216" "J9VGC1" "CNAG_03688"
"2217" "J9VH44" "CNAG_03978"
"2218" "J9VKJ3" "CNAG_01376"
"2219" "J9VPV5" "CNAG_02953"
"2220" "T2BPX3" "CNAG_06290"
"2221" "J9W020" "CNAG_05635"
"2222" "J9VV33" "CNAG_01922"
"2223" "J9VP24" "CNAG_00960"
"2224" "J9VQA2" "CNAG_03181"
"2225" "J9VKU0" "CNAG_07537"
"2226" "J9VWF0" "CNAG_01541"
"2227" "J9VQN1" "CNAG_01257"
"2228" "J9VRZ4" "CNAG_05195"
"2229" "J9VSN4" "CNAG_02186"
"2230" "J9VTT4" "CNAG_05686"
"2231" "J9VVW6" "CNAG_06151"
"2232" "J9VF06" "CNAG_00536"
"2233" "J9VMJ2" "CNAG_00750"
"2234" "J9VWF4" "CNAG_04182"
"2235" "J9VZD9" "CNAG_01818"
"2236" "J9VM90" "CNAG_02978"
"2237" "J9VV95" "CNAG_03293"
"2238" "J9VDZ7" "CNAG_00384"
"2239" "J9VG30" "CNAG_00164"
"2240" "J9VI55" "CNAG_00152"
"2241" "J9VN67" "CNAG_07535"
"2242" "J9VN93" "CNAG_03670"
"2243" "J9VRN8" "CNAG_05753"
"2244" "J9VTG4" "CNAG_01542"
"2245" "J9VTM9" "CNAG_03552"
"2246" "J9VPT2" "CNAG_03241"
"2247" "J9VUP7" "CNAG_02002"
"2248" "J9VWL4" "CNAG_04254"
"2249" "J9W0U8" "CNAG_01478"
"2250" "J9VKF8" "CNAG_03596"
"2251" "J9VTC4" "CNAG_06584"
"2252" "J9VMI8" "CNAG_02383"
"2253" "J9VNW9" "CNAG_01016"
"2254" "J9VSX0" "CNAG_01322"
"2255" "J9W2X6" "CNAG_07919"
"2256" "J9VZ88" "CNAG_07869"
"2257" "J9VRA3" "CNAG_04985"
"2258" "J9VLB8" "CNAG_00336"
"2259" "J9VGR3" "CNAG_04082"
"2260" "J9VME7" "CNAG_00735"
"2261" "J9VVI0" "CNAG_02093"
"2262" "J9VP08" "CNAG_00976"
"2263" "J9VZZ7" "CNAG_04871"
"2264" "J9VRK0" "CNAG_05703"
"2265" "J9VSA5" "CNAG_07830"
"2266" "J9VTI6" "CNAG_01116"
"2267" "J9VX36" "CNAG_07875"
"2268" "J9VQM5" "CNAG_02097"
"2269" "J9VHC7" "CNAG_02879"
"2270" "J9VT46" "CNAG_04583"
"2271" "J9VXE4" "CNAG_01880"
"2272" "J9VWC1" "CNAG_07933"
"2273" "J9VVR9" "CNAG_03489"
"2274" "J9VQX2" "CNAG_07733"
"2275" "J9VX09" "CNAG_05936"
"2276" "J9VRR9" "CNAG_04452"
"2277" "J9VT23" "CNAG_03336"
"2278" "J9VSQ3" "CNAG_01388"
"2279" "J9VDR2" "CNAG_00269"
"2280" "J9VL41" "CNAG_01190"
"2281" "J9VNH1" "CNAG_06898"
"2282" "J9W0A7" "CNAG_04767"
"2283" "J9VPU1" "CNAG_03251"
"2284" "T2BNR6" "CNAG_01065"
"2285" "T2BP06" "CNAG_01004"
"2286" "J9VPP7" "CNAG_05918"
"2287" "J9VUH5" "CNAG_01916"
"2288" "J9VXN3" "CNAG_05590"
"2289" "J9VLK5" "CNAG_01014"
"2290" "J9VP44" "CNAG_05695"
"2291" "J9VTG3" "CNAG_03486"
"2292" "T2BQ51" "CNAG_07942"
"2293" "J9VR68" "CNAG_04949"
"2294" "J9W404" "CNAG_05509"
"2295" "J9VJM1" "CNAG_05138"
"2296" "J9VJU4" "CNAG_02991"
"2297" "J9VND9" "CNAG_02041"
"2298" "J9VPP8" "CNAG_03007"
"2299" "J9VWU6" "CNAG_06503"
"2300" "J9VYZ0" "CNAG_04193"
"2301" "J9VDR8" "CNAG_00279"
"2302" "J9VJS0" "CNAG_03016"
"2303" "J9VPC8" "CNAG_04045"
"2304" "J9VIL7" "CNAG_07534"
"2305" "J9VWW6" "CNAG_05895"
"2306" "J9VHL5" "CNAG_02811"
"2307" "J9VJ36" "CNAG_05182"
"2308" "J9VS89" "CNAG_05308"
"2309" "J9VUL1" "CNAG_01720"
"2310" "J9VUL4" "CNAG_04375"
"2311" "J9W384" "CNAG_06407"
"2312" "J9VQ85" "CNAG_03413"
"2313" "J9VUX0" "CNAG_01858"
"2314" "J9VKM0" "CNAG_01351"
"2315" "J9VTA7" "CNAG_04741"
"2316" "J9VLH7" "CNAG_05036"
"2317" "J9VHL9" "CNAG_02805"
"2318" "J9VJA1" "CNAG_05038"
"2319" "J9VNG8" "CNAG_01187"
"2320" "J9VD63" "CNAG_00085"
"2321" "J9VEA4" "CNAG_00516"
"2322" "J9VJ84" "CNAG_05247"
"2323" "J9VLH1" "CNAG_05031"
"2324" "J9VSY8" "CNAG_02084"
"2325" "J9VRM3" "CNAG_05100"
"2326" "J9VT14" "CNAG_01277"
"2327" "J9W1R0" "CNAG_07882"
"2328" "J9VKK1" "CNAG_02745"
"2329" "J9VMM6" "CNAG_00784"
"2330" "J9VQY2" "CNAG_04142"
"2331" "T2BNB3" "CNAG_04933"
"2332" "J9VYW1" "CNAG_06403"
"2333" "J9VI77" "CNAG_03602"
"2334" "J9VIS4" "CNAG_02589"
"2335" "J9VLH0" "CNAG_02500"
"2336" "J9VM21" "CNAG_03051"
"2337" "J9VRR1" "CNAG_04442"
"2338" "J9VVY4" "CNAG_03560"
"2339" "J9VSL5" "CNAG_04794"
"2340" "J9VQ32" "CNAG_02881"
"2341" "J9VWN5" "CNAG_04279"
"2342" "J9VS61" "CNAG_05932"
"2343" "T2BNU7" "CNAG_00889"
"2344" "J9VW83" "CNAG_06655"
"2345" "J9VN00" "CNAG_02736"
"2346" "J9VTV8" "CNAG_00987"
"2347" "J9VI24" "CNAG_02605"
"2348" "J9VVC5" "CNAG_06160"
"2349" "J9VVL1" "CNAG_07920"
"2350" "J9VE75" "CNAG_00480"
"2351" "J9VK06" "CNAG_05306"
"2352" "J9VQY1" "CNAG_03448"
"2353" "J9VRP6" "CNAG_04172"
"2354" "J9VHA2" "CNAG_04048"
"2355" "J9VW55" "CNAG_06620"
"2356" "J9VEN9" "CNAG_00683"
"2357" "J9VJR0" "CNAG_03026"
"2358" "J9VVQ3" "CNAG_04748"
"2359" "J9VVS6" "CNAG_06324"
"2360" "J9VU24" "CNAG_01568"
"2361" "J9VGJ9" "CNAG_03767"
"2362" "J9VNC3" "CNAG_02056"
"2363" "J9VD88" "CNAG_00116"
"2364" "J9VYW8" "CNAG_04165"
"2365" "J9VD30" "CNAG_00044"
"2366" "T2BQ97" "CNAG_05529"
"2367" "J9VRQ6" "CNAG_04186"
"2368" "J9VGF3" "CNAG_03957"
"2369" "J9W1Y7" "CNAG_05596"
"2370" "T2BNM9" "CNAG_01297"
"2371" "J9VX80" "CNAG_04510"
"2372" "J9VLM3" "CNAG_03974"
"2373" "J9VM70" "CNAG_02998"
"2374" "J9VS08" "CNAG_02455"
"2375" "J9VXP4" "CNAG_05605"
"2376" "J9VST3" "CNAG_04721"
"2377" "J9VLS0" "CNAG_00921"
"2378" "J9W3L2" "CNAG_07873"
"2379" "J9W3P6" "CNAG_05402"
"2380" "J9VUZ8" "CNAG_04527"
"2381" "J9VME3" "CNAG_02918"
"2382" "J9VUW8" "CNAG_06033"
"2383" "J9VW21" "CNAG_06968"
"2384" "J9VI46" "CNAG_07521"
"2385" "J9VZA7" "CNAG_01771"
"2386" "J9VGC5" "CNAG_03693"
"2387" "J9VLW2" "CNAG_04084"
"2388" "J9VR95" "CNAG_04235"
"2389" "J9VRE2" "CNAG_06666"
"2390" "T2BNE6" "CNAG_03043"
"2391" "T2BNM0" "CNAG_06121"
"2392" "J9VXT3" "CNAG_05993"
"2393" "J9VPY8" "CNAG_02922"
"2394" "J9VJS2" "CNAG_01430"
"2395" "J9VWY8" "CNAG_04408"
"2396" "J9VQ50" "CNAG_03377"
"2397" "J9VWY3" "CNAG_04403"
"2398" "J9W484" "CNAG_05620"
"2399" "T2BP09" "CNAG_06524"
"2400" "T2BQ00" "CNAG_06159"
"2401" "J9VZ14" "CNAG_04228"
"2402" "J9VXX7" "CNAG_06032"
"2403" "J9VKU4" "CNAG_01055"
"2404" "J9VPV7" "CNAG_02407"
"2405" "J9VXI2" "CNAG_04877"
"2406" "J9VII7" "CNAG_03725"
"2407" "J9VMP3" "CNAG_02319"
"2408" "J9VNU3" "CNAG_05828"
"2409" "J9VQT8" "CNAG_02043"
"2410" "J9VT58" "CNAG_04793"
"2411" "J9VZ15" "CNAG_06464"
"2412" "J9VM45" "CNAG_03023"
"2413" "J9VLD8" "CNAG_05001"
"2414" "J9W1W5" "CNAG_01899"
"2415" "J9VDU2" "CNAG_00313"
"2416" "J9VT75" "CNAG_03398"
"2417" "J9VPE7" "CNAG_02532"
"2418" "J9VLE0" "CNAG_01078"
"2419" "J9W458" "CNAG_05588"
"2420" "J9VHH3" "CNAG_07518"
"2421" "T2BNG2" "CNAG_02953"
"2422" "J9VR52" "CNAG_03528"
"2423" "J9VTN0" "CNAG_01603"
"2424" "J9VWH5" "CNAG_07762"
"2425" "J9VPV9" "CNAG_05977"
"2426" "J9VHT9" "CNAG_02698"
"2427" "J9VJP9" "CNAG_05173"
"2428" "J9VSA3" "CNAG_04412"
"2429" "J9W291" "CNAG_06002"
"2430" "J9VHR9" "CNAG_00026"
"2431" "J9VLG3" "CNAG_03904"
"2432" "J9VUN8" "CNAG_01993"
"2433" "J9VGW9" "CNAG_03878"
"2434" "J9VYW4" "CNAG_01649"
"2435" "J9VLP7" "CNAG_00964"
"2436" "J9VEF7" "CNAG_00587"
"2437" "J9VN75" "CNAG_07544"
"2438" "J9VEH8" "CNAG_00612"
"2439" "J9VSP8" "CNAG_07420"
"2440" "J9VX66" "CNAG_01773"
"2441" "J9VZ89" "CNAG_04324"
"2442" "J9VY72" "CNAG_03440"
"2443" "J9VS79" "CNAG_04894"
"2444" "J9VVH6" "CNAG_06034"
"2445" "J9VVR5" "CNAG_03484"
"2446" "J9VTS4" "CNAG_05676"
"2447" "J9VWQ9" "CNAG_04313"
"2448" "J9VIM2" "CNAG_03760"
"2449" "J9VJX8" "CNAG_05279"
"2450" "J9VLB2" "CNAG_01113"
"2451" "T2BNM1" "CNAG_06031"
"2452" "J9VTQ8" "CNAG_01042"
"2453" "J9VU71" "CNAG_04204"
"2454" "J9VNB2" "CNAG_06657"
"2455" "J9VQH0" "CNAG_02767"
"2456" "J9VSE5" "CNAG_03107"
"2457" "J9VSH3" "CNAG_04499"
"2458" "J9VKQ3" "CNAG_03689"
"2459" "J9VNS6" "CNAG_03849"
"2460" "J9VN32" "CNAG_03597"
"2461" "J9VH67" "CNAG_02940"
"2462" "J9VLI4" "CNAG_00412"
"2463" "T2BNP6" "CNAG_05139"
"2464" "J9VLR7" "CNAG_04034"
"2465" "J9VGP5" "CNAG_07357"
"2466" "J9VKF4" "CNAG_06705"
"2467" "J9VMB5" "CNAG_05314"
"2468" "J9VSL0" "CNAG_03150"
"2469" "J9VJ42" "CNAG_00487"
"2470" "J9VRF8" "CNAG_04306"
"2471" "J9VWV8" "CNAG_06519"
"2472" "J9VQG1" "CNAG_03492"
"2473" "J9VLB7" "CNAG_00331"
"2474" "J9VQL5" "CNAG_02108"
"2475" "J9VRH9" "CNAG_00906"
"2476" "J9VIK4" "CNAG_03741"
"2477" "J9VGZ0" "CNAG_03908"
"2478" "J9VI49" "CNAG_06733"
"2479" "J9W0G1" "CNAG_04688"
"2480" "J9VIY7" "CNAG_06926"
"2481" "J9VT62" "CNAG_03386"
"2482" "J9VN52" "CNAG_06592"
"2483" "J9VUE4" "CNAG_01876"
"2484" "J9VRJ6" "CNAG_05698"
"2485" "J9VSD7" "CNAG_02313"
"2486" "J9VTZ6" "CNAG_01538"
"2487" "J9W0T8" "CNAG_06336"
"2488" "T2BNC3" "CNAG_08000"
"2489" "J9VYP8" "CNAG_01574"
"2490" "J9VL86" "CNAG_01142"
"2491" "J9VTZ8" "CNAG_00919"
"2492" "J9VT73" "CNAG_07850"
