genes	logFC.A	FDR.A	logFC.AL	FDR.AL	groups	coarse_groups
CNAG_04326	0.901708560420251	0.00360498165139054	1.35562387084292	0.000963571556703393	Both up	Same
CNAG_00708	-0.786802159647028	0.00360608601949317	-0.680285682174449	0.0130723063851939	Both down	Same
CNAG_05496	0.732834225658591	0.00360608601949317	0.704562770270171	0.00699257042982476	Both up	Same
CNAG_02437	-1.32373718737948	0.00360608601949317	-1.53855246873866	0.00369950234626312	Both down	Same
CNAG_02056	0.533021347689299	0.00361886751346712	0.548244576645781	0.00539164561939146	Both up	Same
CNAG_03476	-0.446929832920591	0.00361988317805472	-0.546845788959713	0.002723781455867	Both down	Same
CNAG_01828	-0.67169031086547	0.00363554471855364	-0.749105239101074	0.00410746996504515	Both down	Same
CNAG_03353	-0.699983434647558	0.00363831942339471	-0.726970079429088	0.00569624854078472	Both down	Same
CNAG_02349	0.675640558229098	0.00364147841137834	0.473107827830821	0.0285952208043797	Both up	Same
CNAG_06588	-0.939372730524958	0.00364524062284406	-0.964631513142142	0.00582218826781427	Both down	Same
CNAG_00812	-0.999143407645702	0.00364524062284406	-1.00657666590344	0.00669785761749459	Both down	Same
CNAG_02690	1.25788542373127	0.0036645103934373	1.50101393117377	0.00260696565168519	Both up	Same
CNAG_02751	3.3416311450905	0.0036802104406203	4.06329557450583	0.00223459687138386	Both up	Same
CNAG_05579	0.392889282073691	0.00369378958722321	0.431787512393619	0.00400761024630494	Both up	Same
CNAG_01540	0.485112159558941	0.00369378958722321	0.534163701564598	0.00398549046621451	Both up	Same
CNAG_01189	-0.874643612772504	0.00369723013186797	-1.11530834393588	0.00244600313494319	Both down	Same
CNAG_05963	-0.72581042556292	0.00369770801783548	-0.898470033481402	0.00268948141964401	Both down	Same
CNAG_04407	-0.5905605193323	0.00369770801783548	-0.528798336355167	0.0112484050021521	Both down	Same
CNAG_04260	-0.526204610516359	0.00369770801783548	-0.475754453804106	0.0108353495972733	Both down	Same
CNAG_06621	0.448835935238066	0.0037279445164463	0.4954219620554	0.00393106414447237	Both up	Same
CNAG_00762	-0.991656844768006	0.00373452001393715	-1.25140169595663	0.00248834894474885	Both down	Same
CNAG_06927	-0.583836737724578	0.00373452001393715	-0.385519298800352	0.0391974906567348	Both down	Same
CNAG_04360	-0.834989197196443	0.00373789294597043	-0.862240962932577	0.00604747021812115	Both down	Same
CNAG_01567	0.849708473183068	0.00373789294597043	0.900321629042827	0.00477187018481262	Both up	Same
CNAG_03995	1.25059938032051	0.00375035845617513	1.53441910406281	0.00235281729085879	Both up	Same
CNAG_01695	0.639664828510954	0.00375650183241337	0.391040777730853	0.0482110560135906	Both up	Same
CNAG_04987	0.671906816178799	0.00375650183241337	0.790689789992995	0.00302211441694898	Both up	Same
CNAG_04745	0.470870332758861	0.00375946616809408	0.416194756119567	0.0111183590320088	Both up	Same
CNAG_03833	0.756785087130373	0.00377425974406113	0.700875734698225	0.00868218966536212	Both up	Same
CNAG_07580	-0.625238122186214	0.00377604825855898	-0.515534041162401	0.0163795812694565	Both down	Same
CNAG_02584	1.10593982386593	0.00378239031221036	1.30954064730512	0.00285546399121736	Both up	Same
CNAG_06731	1.20755566946582	0.00379102279452058	1.16846615662488	0.0067676572447644	Both up	Same
CNAG_06741	-1.38729338463456	0.00379121734562614	-1.61105232439097	0.0038806890317566	Both down	Same
CNAG_04652	0.36385077128456	0.00380691910779638	0.494487241563938	0.00157794427931182	Both up	Same
CNAG_00021	-0.735885056621918	0.00380691910779638	-0.996242524137399	0.00183720933586405	Both down	Same
CNAG_04131	0.532021389118461	0.00380691910779638	0.60569497351091	0.0035201695267338	Both up	Same
CNAG_03271	-0.370526974170154	0.00381028978664318	-0.350599404661666	0.00883054129325604	Both down	Same
CNAG_05221	-0.495737871505921	0.00381028978664318	-0.572895465623796	0.00368918194564138	Both down	Same
CNAG_01053	-0.454004679958597	0.00381028978664318	-0.416407708632636	0.0104525794665165	Both down	Same
CNAG_05223	-0.821773256086225	0.00381028978664318	-0.25204086136166	0.297573376372451	AMB down only	AMB only
CNAG_05178	1.32946278374379	0.003822128544221	1.84033384417566	0.00148076054989907	Both up	Same
CNAG_02362	1.5787794309798	0.00382393495052249	2.05089693635419	0.00181667044920742	Both up	Same
CNAG_03817	-1.2347123539136	0.00382393495052249	-1.46032107439784	0.00354925284358752	Both down	Same
CNAG_02982	-1.00603530769659	0.00382475893783472	-1.23702697597603	0.00299980872865129	Both down	Same
CNAG_04261	-1.16296546066386	0.00383580735710083	-1.5103908222469	0.00215166788819414	Both down	Same
CNAG_06427	0.779988566254936	0.00385088584305197	0.925300702463248	0.00291846838112196	Both up	Same
CNAG_06273	-0.616643716685006	0.00386590286360897	-0.650571465836248	0.00552328535881393	Both down	Same
CNAG_01840	-0.624041170470374	0.00388931765090996	-0.749772704072567	0.0032441369836515	Both down	Same
CNAG_03241	0.509203748046386	0.00388931765090996	0.55693526010701	0.00426679889724162	Both up	Same
CNAG_04655	-0.880473054698388	0.00389179009610609	-1.15353746332986	0.00229563055094467	Both down	Same
CNAG_03584	-0.386839462534186	0.00389179009610609	-0.208609602980894	0.082542205210005	AMB down only	AMB only
CNAG_00697	-0.474385024319853	0.00390476690446793	-0.419528080560208	0.0125386403106313	Both down	Same
CNAG_01330	-0.494815907620853	0.00390476690446793	-0.3595175314174	0.028263805019862	Both down	Same
CNAG_07942	-0.733597041536334	0.00390476690446793	-0.763144987823399	0.0060371984123945	Both down	Same
CNAG_07942	-0.733597041536334	0.00390476690446793	-0.763144987823399	0.0060371984123945	Both down	Same
CNAG_07942	-0.733597041536334	0.00390476690446793	-0.763144987823399	0.0060371984123945	Both down	Same
CNAG_07942	-0.733597041536334	0.00390476690446793	-0.763144987823399	0.0060371984123945	Both down	Same
CNAG_02815	2.71246424714109	0.00390476690446793	3.44175697887836	0.00199803904921656	Both up	Same
CNAG_03332	-0.947806201324865	0.00390476690446793	-0.928773064329589	0.00795071726464731	Both down	Same
CNAG_03516	-0.762740870125326	0.00390476690446793	-0.770391830585969	0.00704945405007405	Both down	Same
CNAG_00524	0.502863524609849	0.00390476690446793	0.704750694996813	0.00141123512377667	Both up	Same
CNAG_07494	-0.933379290852897	0.00390476690446793	-1.09460442172912	0.00368918194564138	Both down	Same
CNAG_00915	1.52522537001249	0.00390476690446793	1.09204343119364	0.0261747566393776	Both up	Same
CNAG_05499	-0.631294214014232	0.00390794703707684	-0.575092263222825	0.0111604140212484	Both down	Same
CNAG_00265	-0.895187421831521	0.00391494552060699	-0.996521763644504	0.00457917774561432	Both down	Same
CNAG_04037	-0.960417607558893	0.00391734268291943	-1.06748209208031	0.00458731768970922	Both down	Same
CNAG_06712	0.425066034753559	0.00392458745214285	0.560572458699158	0.00186322872229505	Both up	Same
CNAG_01377	-0.386509834765968	0.0039531030387538	-0.30401680032263	0.0207401310412268	Both down	Same
CNAG_03284	-0.971286852506842	0.0039531030387538	-1.06269648667569	0.00496366911916627	Both down	Same
CNAG_02065	-0.517999150501384	0.00396688248447068	-0.622573503882238	0.00321884049231451	Both down	Same
CNAG_03892	-0.6535038245633	0.00396688248447068	-0.0170531865934632	0.935972024801638	AMB down only	AMB only
CNAG_07413	-1.44242790165172	0.00396883673526898	-1.74594410801435	0.0035201695267338	Both down	Same
CNAG_03302	-1.5536941999061	0.00396993662533058	-1.726515414076	0.00489432189794481	Both down	Same
CNAG_04078	-0.663482352337977	0.00398127591141731	-0.471839352932163	0.0317681750724089	Both down	Same
CNAG_02830	-1.16578082788554	0.00398127591141731	-1.54567060557237	0.00232497536619359	Both down	Same
CNAG_04076	2.19486597965751	0.00398127591141731	3.25178504638585	0.00138090316388543	Both up	Same
CNAG_05236	0.573204804500057	0.00398536668620376	0.733103284221524	0.0021170243820718	Both up	Same
CNAG_05430	0.539970634523062	0.00399362765999923	0.500443806160188	0.00904276838377742	Both up	Same
CNAG_05873	0.500065396254509	0.00400960356525261	0.490156280034671	0.00728137482009949	Both up	Same
CNAG_04298	-1.75808122389995	0.00401110446841954	-1.71781985691815	0.00865816549999651	Both down	Same
CNAG_03779	-0.575431262761858	0.00401110446841954	-0.586685722789406	0.00670870834285285	Both down	Same
CNAG_06744	-0.491321507777368	0.00402267916736184	-0.363478604295879	0.027009243520618	Both down	Same
CNAG_02974	0.429175456257808	0.00402289876487481	0.415484382670683	0.00778605644483874	Both up	Same
CNAG_01044	1.28651446350443	0.00402543449313037	1.56869269525778	0.0025386841831594	Both up	Same
CNAG_03408	3.56879635463438	0.00403795374890417	5.52332684397546	0.00110672604794236	Both up	Same
CNAG_02578	-1.12596379457684	0.00403816680913444	-1.40631845302382	0.00299545139512836	Both down	Same
CNAG_00707	-0.882405230485802	0.00403816680913444	-0.855453869347722	0.00873911498075322	Both down	Same
CNAG_05151	-0.746033162836537	0.00403816680913444	-0.599251951804235	0.0192510511487277	Both down	Same
CNAG_04321	-0.424889691448006	0.00403816680913444	-0.391966537016533	0.0107265132702481	Both down	Same
CNAG_04449	-1.13247604346769	0.00403816680913444	-1.3426327803092	0.00370950064516627	Both down	Same
CNAG_03312	-1.47701366876582	0.00403816680913444	-1.67606963451658	0.00406427087907272	Both down	Same
CNAG_05118	-0.932174870376007	0.00403816680913444	-0.762114758644226	0.0181252758632059	Both down	Same
CNAG_03933	-0.93447753088302	0.00403816680913444	-0.789539118669741	0.015762371938452	Both down	Same
CNAG_07766	-0.571875474159204	0.00404599999662135	-0.679753326839573	0.00345093276955302	Both down	Same
CNAG_07589	0.832161184650485	0.00404599999662135	1.18149710014185	0.00134634654060234	Both up	Same
CNAG_00481	1.216802479413	0.00405396228477656	0.901510031639026	0.0246970611995369	Both up	Same
CNAG_04500	-0.740216168316713	0.00405396228477656	-0.793848148973503	0.005527433610813	Both down	Same
CNAG_05652	0.969839107929755	0.004057344280208	1.00459116824313	0.00549763521194454	Both up	Same
CNAG_06661	-0.503248592222455	0.00406159003023517	-0.509978776007261	0.00698877130128119	Both down	Same
CNAG_02000	0.912013037913166	0.0040627987270469	1.26819269009491	0.00151065432606844	Both up	Same
CNAG_05383	2.20877082756455	0.00410557558907721	2.65180624445075	0.002723781455867	Both up	Same
CNAG_07369	0.910897816985478	0.00411360435607174	0.289911973136964	0.276526945926058	AMB up only	AMB only
CNAG_02185	-0.878654397833543	0.00411360435607174	-1.0725323861735	0.003171383407463	Both down	Same
CNAG_06277	-1.03316823026557	0.00411360435607174	-1.14596661347829	0.00496155452525481	Both down	Same
CNAG_01171	-1.66935506537907	0.0041141623133248	-1.69299515271095	0.0067676572447644	Both down	Same
CNAG_04541	-0.415872032412977	0.00411427960161681	-0.252183176113689	0.0582186333673556	AMB down only	AMB only
CNAG_04506	1.08126677447523	0.00411427960161681	1.08411630441319	0.00506383667100507	Both up	Same
CNAG_02568	0.956946418415777	0.00412700003595431	1.35917177189682	0.0013470899019149	Both up	Same
CNAG_01021	-0.355725381606838	0.00413081382510395	-0.401617565940469	0.00430037426928378	Both down	Same
CNAG_01538	0.67464842531369	0.00413273559022053	0.0160285695026174	0.940304480662202	AMB up only	AMB only
CNAG_01758	0.768295165274506	0.00413273559022053	0.629381615404675	0.0162926230201236	Both up	Same
CNAG_01382	0.634905603764689	0.00413273559022053	0.685914250545471	0.00477187018481262	Both up	Same
CNAG_06884	1.34115269303256	0.00413428434960557	1.84551651186342	0.00157110186458252	Both up	Same
CNAG_02504	-0.469566725357299	0.00413428434960557	-0.470907396959028	0.00746890528835489	Both down	Same
CNAG_05683	3.73547017420425	0.0041354973975007	4.39767363092361	0.00286139449457661	Both up	Same
CNAG_02755	-0.606849621548657	0.00413622968327572	-0.562537518918703	0.0108490370922333	Both down	Same
CNAG_07776	-0.951504902948453	0.00413646919732631	-0.505479966713736	0.089695335248499	AMB down only	AMB only
CNAG_01755	-1.22386585554607	0.00414612365458645	-1.28041307839795	0.0065296522331996	Both down	Same
CNAG_04729	-0.786669400635131	0.00414612365458645	-0.920569173452216	0.00385805368754316	Both down	Same
CNAG_00181	0.47506929867859	0.00414699200090937	0.55545817260732	0.00343028144456492	Both up	Same
CNAG_07745	3.26887862873819	0.0041513237826689	4.83947732754044	0.00124968568963614	Both up	Same
CNAG_04695	1.07173399479355	0.00415964417981162	0.230683724735375	0.452476959158355	AMB up only	AMB only
CNAG_04456	0.38458061870169	0.00419040319565256	0.453775273732585	0.00339656476290027	Both up	Same
CNAG_05841	-0.728339510036807	0.00419040319565256	-0.725916640626324	0.00769897336544224	Both down	Same
CNAG_06009	1.3814334609651	0.00419258681478395	1.22901468454727	0.0109479164530636	Both up	Same
CNAG_06875	0.542017817122563	0.00420641748416925	0.316220156347933	0.0640750427240954	AMB up only	AMB only
CNAG_02497	0.872442760235577	0.00420641748416925	-0.12534189738913	0.633810136102582	AMB up only	AMB only
CNAG_05668	-1.08725367457565	0.00421677562843398	-1.18008304408777	0.00561093931220555	Both down	Same
CNAG_00058	-0.627980093444197	0.00421677562843398	-0.565579329140504	0.0126698170177652	Both down	Same
CNAG_04802	-0.861951231495347	0.00421677562843398	-0.914896980889125	0.00607488034049639	Both down	Same
CNAG_04270	0.703383050777935	0.00422601199648381	0.932907113489755	0.00195806164925906	Both up	Same
CNAG_06022	0.545073179187897	0.00422601199648381	0.436648288108836	0.0192154361565375	Both up	Same
CNAG_01917	-0.756009964881232	0.00422601199648381	-0.357910654110879	0.122621354837407	AMB down only	AMB only
CNAG_05801	-1.21630642134639	0.00422601199648381	-1.17503160036387	0.00856467383526509	Both down	Same
CNAG_05657	-0.479053844889397	0.00422601199648381	-0.647761691218947	0.00197951286601111	Both down	Same
CNAG_00152	-0.504489148915589	0.00423787132518253	-0.516992371248062	0.00695466026775018	Both down	Same
CNAG_03654	-0.671851297569995	0.00424701762272951	-0.837203012083052	0.00300192360924583	Both down	Same
CNAG_07683	0.779323843775062	0.00425787553468469	0.360457730652178	0.135138929572341	AMB up only	AMB only
CNAG_07436	1.34515706810606	0.00425787553468469	0.913943061597716	0.0303125224076036	Both up	Same
CNAG_04868	-0.95632998459357	0.00425852675499996	-1.20812128164692	0.00289713875108942	Both down	Same
CNAG_03724	-1.67812844049569	0.00425852675499996	-1.91990415933725	0.00485777921356949	Both down	Same
CNAG_00789	-0.817585884616753	0.00425852675499996	-0.44712884338914	0.0822262663887993	AMB down only	AMB only
CNAG_00427	-0.392558428073973	0.00426180797168003	-0.417186017670307	0.00584694825394414	Both down	Same
CNAG_04113	0.478093877106887	0.00426180797168003	0.517589545600782	0.00496097772419466	Both up	Same
CNAG_05538	-0.588525536382261	0.00427906572088209	-0.678035776386736	0.00418066203959198	Both down	Same
CNAG_05645	0.40964850231938	0.00429164202056225	0.649129983439482	0.000937341150804272	Both up	Same
CNAG_01454	-0.498629447486056	0.00430278078568321	-0.547976165209361	0.00518126814634027	Both down	Same
CNAG_07917	-1.22155397129357	0.00432547144797165	-1.29774949936824	0.00567636946016455	Both down	Same
CNAG_01613	0.383407380278528	0.00432980547192937	0.317043819341315	0.0171814850796415	Both up	Same
CNAG_02226	1.91900188955621	0.0043355296269791	1.94790818368913	0.00587961804927617	Both up	Same
CNAG_01528	-0.661559526867511	0.00434380833592465	-0.652244233454904	0.00849156319912906	Both down	Same
CNAG_06774	-1.13481515837526	0.0043468118488237	-1.20128469848583	0.00623598946341684	Both down	Same
CNAG_07878	-1.26963686843937	0.00435251304362734	-1.42621751736894	0.00511643311024835	Both down	Same
CNAG_03954	-1.14274917097221	0.00435375710044354	-1.14310557010147	0.00810289622843934	Both down	Same
CNAG_05140	-0.654997552712885	0.00437808025182788	-0.732290802362007	0.00496366911916627	Both down	Same
CNAG_00145	-0.97282638373649	0.00437808025182788	-1.01505422142453	0.0067385099627211	Both down	Same
CNAG_05400	-0.778049415107915	0.00437925456549047	-0.701181593460529	0.013154582442714	Both down	Same
CNAG_05884	-1.54352942545138	0.00437925456549047	-1.77203546910456	0.00489432189794481	Both down	Same
CNAG_05501	0.87512323611948	0.00437925456549047	0.579252357885685	0.0408823456157439	Both up	Same
CNAG_07489	1.2465385413391	0.00437925456549047	1.1798599801764	0.00858509153320021	Both up	Same
CNAG_06963	-0.875622677347004	0.00438874241875515	-1.30914538658942	0.00145092197207392	Both down	Same
CNAG_05535	-0.571118126727185	0.00438908523556375	-0.523683495780196	0.0120004494661783	Both down	Same
CNAG_02448	0.910258801995625	0.00439482622572092	0.749795629121028	0.0166940980509319	Both up	Same
CNAG_06685	-0.464920859827749	0.00439482622572092	-0.283332490302242	0.0599100755873128	AMB down only	AMB only
CNAG_07904	-0.644763112918261	0.00439859930042314	-0.467296160686955	0.0317079884953716	Both down	Same
CNAG_03715	-1.15461550150645	0.00443003240425623	-1.33963256841349	0.00455755854054435	Both down	Same
CNAG_06287	0.445077413311357	0.00443003240425623	0.313171989094799	0.0339450737922294	Both up	Same
CNAG_03492	4.10904425795013	0.00445106429810073	5.5401179964366	0.00188629975493083	Both up	Same
CNAG_01107	-0.429114873177147	0.00445426831769861	-0.505972085897516	0.00384779178142113	Both down	Same
CNAG_00299	-0.850574976409563	0.0044619784285072	-0.949786384690663	0.00510885603927411	Both down	Same
